aded,boro,nta_name,DEM,REP,ALL_OTH,total_first2016,total_voted2016,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes,winner,female_first2016,pct_female_first2016,female_first2016_dem,female_first2016_rep,male_first2016,pct_male_first2016,male_first2016_dem,male_first2016_rep
64035,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,9,18,5,32,603,5.31,28.13,56.25,15.63,502,226,847,trump,16,50,5,9,16,50,4,9
64036,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,14,14,9,37,662,5.59,37.84,37.84,24.32,387,274,758,trump,15,40.54054054,7,5,22,59.45945946,7,9
64037,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,3,13,12,28,531,5.27,10.71,46.43,42.86,312,197,608,trump,14,50,0,6,14,50,3,7
64038,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,13,12,11,36,643,5.6,36.11,33.33,30.56,236,237,539,clinton,18,50,10,5,18,50,3,7
64039,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,21,15,7,43,558,7.71,48.84,34.88,16.28,458,250,804,trump,26,60.46511628,13,9,17,39.53488372,8,6
64040,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,15,6,13,34,536,6.34,44.12,17.65,38.24,230,379,677,clinton,25,73.52941176,12,5,9,26.47058824,3,1
64041,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,10,16,15,41,540,7.59,24.39,39.02,36.59,449,253,788,trump,18,43.90243902,6,6,23,56.09756098,4,10
64042,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,12,14,10,36,545,6.61,33.33,38.89,27.78,349,297,733,trump,17,47.22222222,6,7,19,52.77777778,6,7
64043,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,11,12,14,37,508,7.28,29.73,32.43,37.84,312,278,647,trump,22,59.45945946,7,7,15,40.54054054,4,5
64044,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,13,16,7,36,606,5.94,36.11,44.44,19.44,397,288,773,trump,17,47.22222222,6,5,19,52.77777778,7,11
64045,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,14,9,7,30,564,5.32,46.67,30,23.33,203,170,440,trump,14,46.66666667,7,4,16,53.33333333,7,5
64046,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,8,9,8,25,474,5.27,32,36,32,255,214,549,trump,11,44,3,4,14,56,5,5
64047,Staten Island,Stapleton-Rosebank,9,10,15,34,604,5.63,26.47,29.41,44.12,293,286,660,trump,12,35.29411765,3,2,22,64.70588235,6,8
64048,Staten Island,Oakwood-Oakwood Beach,4,13,16,33,628,5.25,12.12,39.39,48.48,266,77,407,trump,18,54.54545455,2,4,15,45.45454545,2,9
64049,Staten Island,Stapleton-Rosebank,11,5,4,20,591,3.38,55,25,20,276,280,679,clinton,14,70,10,2,6,30,1,3
64050,Staten Island,Stapleton-Rosebank,9,2,12,23,532,4.32,39.13,8.7,52.17,302,386,821,clinton,12,52.17391304,6,0,11,47.82608696,3,2
64051,Staten Island,Grymes Hill-Clifton-Fox Hills,14,5,11,30,519,5.78,46.67,16.67,36.67,274,394,740,clinton,18,60,10,3,12,40,4,2
64052,Staten Island,Stapleton-Rosebank,19,17,13,49,566,8.66,38.78,34.69,26.53,365,317,766,trump,28,57.14285714,10,9,21,42.85714286,9,8
64053,Staten Island,Stapleton-Rosebank,10,9,9,28,595,4.71,35.71,32.14,32.14,293,285,671,trump,11,39.28571429,3,3,17,60.71428571,7,6
64054,Staten Island,Great Kills,5,13,8,26,611,4.26,19.23,50,30.77,0,0,0,none,12,46.15384615,2,5,14,53.84615385,3,8
64055,Staten Island,Oakwood-Oakwood Beach,13,9,6,28,547,5.12,46.43,32.14,21.43,0,0,0,none,13,46.42857143,7,4,15,53.57142857,6,5
64056,Staten Island,New Dorp-Midland Beach,10,11,8,29,578,5.02,34.48,37.93,27.59,0,0,0,none,12,41.37931034,4,4,17,58.62068966,6,7
64057,Staten Island,New Dorp-Midland Beach,22,14,18,54,480,11.25,40.74,25.93,33.33,0,0,0,none,29,53.7037037,13,9,25,46.2962963,9,5
64058,Staten Island,Great Kills,13,14,15,42,648,6.48,30.95,33.33,35.71,0,0,0,none,19,45.23809524,8,4,23,54.76190476,5,10
64059,Staten Island,Old Town-Dongan Hills-South Beach,14,9,21,44,531,8.29,31.82,20.45,47.73,0,0,0,none,25,56.81818182,10,4,19,43.18181818,4,5
64060,Staten Island,Old Town-Dongan Hills-South Beach,8,15,4,27,335,8.06,29.63,55.56,14.81,0,0,0,none,13,48.14814815,5,6,14,51.85185185,3,9
64061,Staten Island,Grymes Hill-Clifton-Fox Hills,9,14,13,36,497,7.24,25,38.89,36.11,0,0,0,none,19,52.77777778,4,8,17,47.22222222,5,6
64062,Staten Island,Oakwood-Oakwood Beach,23,17,12,52,603,8.62,44.23,32.69,23.08,193,77,319,trump,22,42.30769231,12,5,30,57.69230769,11,12
64063,Staten Island,New Dorp-Midland Beach,9,6,4,19,473,4.02,47.37,31.58,21.05,0,0,0,none,14,73.68421053,7,3,5,26.31578947,2,3
64075,Brooklyn,Bay Ridge,20,9,9,38,625,6.08,52.63,23.68,23.68,268,486,857,clinton,15,39.47368421,8,2,23,60.52631579,12,7
64076,Brooklyn,Bay Ridge,13,6,16,35,623,5.62,37.14,17.14,45.71,245,482,857,clinton,15,42.85714286,5,3,20,57.14285714,8,3
64077,Brooklyn,Bay Ridge,14,5,12,31,663,4.68,45.16,16.13,38.71,271,421,804,clinton,17,54.83870968,8,2,14,45.16129032,6,3
64078,Brooklyn,Bay Ridge,14,6,13,33,628,5.25,42.42,18.18,39.39,289,540,941,clinton,16,48.48484848,6,3,17,51.51515152,8,3
64079,Brooklyn,Bay Ridge,15,4,6,25,594,4.21,60,16,24,185,442,698,clinton,18,72,13,4,7,28,2,0
64080,Brooklyn,Bay Ridge,16,5,6,27,626,4.31,59.26,18.52,22.22,153,449,695,clinton,15,55.55555556,7,3,12,44.44444444,9,2
64081,Brooklyn,Bay Ridge,5,3,3,11,312,3.53,45.45,27.27,27.27,89,206,346,clinton,4,36.36363636,1,2,7,63.63636364,4,1
64082,Brooklyn,Bay Ridge,7,1,3,11,126,8.73,63.64,9.09,27.27,37,84,138,clinton,7,63.63636364,4,1,4,36.36363636,3,0
64083,Brooklyn,Bay Ridge,13,2,6,21,497,4.23,61.9,9.52,28.57,165,313,548,clinton,6,28.57142857,4,0,15,71.42857143,9,2
64084,Brooklyn,Bay Ridge,13,4,3,20,627,3.19,65,20,15,225,362,702,clinton,10,50,7,1,10,50,6,3
64085,Brooklyn,Bay Ridge,4,1,4,9,519,1.73,44.44,11.11,44.44,183,319,568,clinton,3,33.33333333,1,0,6,66.66666667,3,1
64086,Brooklyn,Bay Ridge,13,10,4,27,639,4.23,48.15,37.04,14.81,183,398,655,clinton,13,48.14814815,5,7,14,51.85185185,8,3
64087,Brooklyn,Bay Ridge,23,11,5,39,616,6.33,58.97,28.21,12.82,184,306,575,clinton,20,51.28205128,12,4,19,48.71794872,11,7
64088,Brooklyn,Bay Ridge,17,5,7,29,581,4.99,58.62,17.24,24.14,212,429,721,clinton,21,72.4137931,13,2,8,27.5862069,4,3
64089,Brooklyn,Bay Ridge,10,10,7,27,666,4.05,37.04,37.04,25.93,327,231,632,trump,13,48.14814815,5,6,14,51.85185185,5,4
64090,Brooklyn,Bay Ridge,9,8,6,23,689,3.34,39.13,34.78,26.09,258,399,778,clinton,17,73.91304348,6,6,6,26.08695652,3,2
64091,Brooklyn,Bay Ridge,7,5,5,17,333,5.11,41.18,29.41,29.41,224,165,416,trump,9,52.94117647,4,3,8,47.05882353,3,2
64092,Brooklyn,Bay Ridge,5,1,3,9,188,4.79,55.56,11.11,33.33,0,0,0,none,6,66.66666667,3,1,3,33.33333333,2,0
64093,Brooklyn,Bay Ridge,13,10,10,33,669,4.93,39.39,30.3,30.3,0,0,0,none,20,60.60606061,13,4,13,39.39393939,0,6
65001,Manhattan,Battery Park City-Lower Manhattan,1,,4,5,509,0.98,20,0,80,74,434,589,clinton,3,60,0,0,2,40,1,0
65002,Manhattan,Battery Park City-Lower Manhattan,8,4,4,16,699,2.29,50,25,25,116,601,805,clinton,8,50,4,2,8,50,4,2
65003,Manhattan,Battery Park City-Lower Manhattan,4,,4,8,581,1.38,50,0,50,57,427,554,clinton,5,62.5,4,0,3,37.5,0,0
65004,Manhattan,Battery Park City-Lower Manhattan,7,1,4,12,683,1.76,58.33,8.33,33.33,102,612,811,clinton,5,41.66666667,3,0,7,58.33333333,4,1
65005,Manhattan,Battery Park City-Lower Manhattan,16,,2,18,344,5.23,88.89,0,11.11,55,327,418,clinton,11,61.11111111,11,0,7,38.88888889,5,0
65006,Manhattan,Battery Park City-Lower Manhattan,15,1,4,20,585,3.42,75,5,20,132,441,660,clinton,11,55,8,1,9,45,7,0
65007,Manhattan,Battery Park City-Lower Manhattan,13,4,7,24,546,4.4,54.17,16.67,29.17,169,355,577,clinton,13,54.16666667,7,2,11,45.83333333,6,2
65008,Manhattan,Battery Park City-Lower Manhattan,8,,8,16,676,2.37,50,0,50,213,443,742,clinton,5,31.25,3,0,10,62.5,5,0
65009,Manhattan,Battery Park City-Lower Manhattan,6,1,3,10,486,2.06,60,10,30,62,465,619,clinton,4,40,3,0,6,60,3,1
65010,Manhattan,Battery Park City-Lower Manhattan,8,1,2,11,553,1.99,72.73,9.09,18.18,64,554,708,clinton,6,54.54545455,5,0,5,45.45454545,3,1
65011,Manhattan,Battery Park City-Lower Manhattan,6,1,1,8,475,1.68,75,12.5,12.5,60,431,579,clinton,4,50,3,0,4,50,3,1
65012,Manhattan,Battery Park City-Lower Manhattan,8,1,8,17,553,3.07,47.06,5.88,47.06,111,435,616,clinton,8,47.05882353,6,0,9,52.94117647,2,1
65013,Manhattan,Battery Park City-Lower Manhattan,3,3,3,9,553,1.63,33.33,33.33,33.33,96,443,603,clinton,4,44.44444444,1,1,5,55.55555556,2,2
65014,Manhattan,Battery Park City-Lower Manhattan,16,5,4,25,710,3.52,64,20,16,129,532,784,clinton,12,48,8,2,13,52,8,3
65015,Manhattan,Battery Park City-Lower Manhattan,5,2,5,12,624,1.92,41.67,16.67,41.67,94,506,694,clinton,7,58.33333333,5,1,5,41.66666667,0,1
65016,Manhattan,Battery Park City-Lower Manhattan,11,4,3,18,856,2.1,61.11,22.22,16.67,142,690,968,clinton,11,61.11111111,7,4,7,38.88888889,4,0
65018,Manhattan,Chinatown,17,1,7,25,379,6.6,68,4,28,25,351,410,clinton,17,68,12,1,8,32,5,0
65019,Manhattan,Chinatown,29,2,8,39,416,9.38,74.36,5.13,20.51,46,373,462,clinton,28,71.79487179,22,2,11,28.20512821,7,0
65020,Manhattan,Chinatown,25,1,6,32,403,7.94,78.13,3.13,18.75,52,346,424,clinton,23,71.875,19,0,9,28.125,6,1
65021,Manhattan,Chinatown,20,1,9,30,482,6.22,66.67,3.33,30,58,423,530,clinton,16,53.33333333,10,1,14,46.66666667,10,0
65022,Manhattan,Chinatown,21,,9,30,606,4.95,70,0,30,136,470,686,clinton,16,53.33333333,12,0,14,46.66666667,9,0
65023,Manhattan,Chinatown,15,3,9,27,382,7.07,55.56,11.11,33.33,78,278,404,clinton,13,48.14814815,8,3,14,51.85185185,7,0
65024,Manhattan,Chinatown,11,1,7,19,412,4.61,57.89,5.26,36.84,65,359,465,clinton,11,57.89473684,7,0,8,42.10526316,4,1
65025,Manhattan,Chinatown,16,6,10,32,259,12.36,50,18.75,31.25,93,157,272,clinton,20,62.5,10,4,12,37.5,6,2
65026,Manhattan,Chinatown,16,3,5,24,281,8.54,66.67,12.5,20.83,70,207,291,clinton,19,79.16666667,14,2,5,20.83333333,2,1
65027,Manhattan,Chinatown,22,6,8,36,507,7.1,61.11,16.67,22.22,157,336,530,clinton,21,58.33333333,12,4,15,41.66666667,10,2
65028,Manhattan,Chinatown,5,1,3,9,282,3.19,55.56,11.11,33.33,58,218,301,clinton,6,66.66666667,3,1,3,33.33333333,2,0
65029,Manhattan,Chinatown,10,,7,17,263,6.46,58.82,0,41.18,46,217,292,clinton,9,52.94117647,6,0,8,47.05882353,4,0
65030,Manhattan,Chinatown,17,3,5,25,460,5.43,68,12,20,107,342,494,clinton,15,60,9,1,10,40,8,2
65031,Manhattan,Chinatown,27,3,7,37,511,7.24,72.97,8.11,18.92,113,391,540,clinton,23,62.16216216,20,2,14,37.83783784,7,1
65032,Manhattan,Chinatown,18,1,7,26,449,5.79,69.23,3.85,26.92,75,498,645,clinton,9,34.61538462,5,0,17,65.38461538,13,1
65033,Manhattan,Chinatown,52,4,8,64,535,11.96,81.25,6.25,12.5,74,451,567,clinton,48,75,41,3,16,25,11,1
65034,Manhattan,Lower East Side,21,,5,26,407,6.39,80.77,0,19.23,56,332,421,clinton,17,65.38461538,15,0,9,34.61538462,6,0
65035,Manhattan,Lower East Side,25,1,4,30,430,6.98,83.33,3.33,13.33,61,378,496,clinton,18,60,15,0,12,40,10,1
65036,Manhattan,Lower East Side,28,4,2,34,376,9.04,82.35,11.76,5.88,34,339,392,clinton,25,73.52941176,20,4,9,26.47058824,8,0
65037,Manhattan,Lower East Side,23,1,6,30,478,6.28,76.67,3.33,20,54,415,501,clinton,17,56.66666667,14,0,13,43.33333333,9,1
65038,Manhattan,Lower East Side,18,,6,24,470,5.11,75,0,25,48,413,507,clinton,15,62.5,12,0,9,37.5,6,0
65039,Manhattan,Lower East Side,25,2,12,39,461,8.46,64.1,5.13,30.77,62,274,351,clinton,23,58.97435897,15,1,16,41.02564103,10,1
65040,Manhattan,Lower East Side,17,1,5,23,417,5.52,73.91,4.35,21.74,26,377,444,clinton,17,73.91304348,14,0,6,26.08695652,3,1
65041,Manhattan,Lower East Side,17,1,4,22,431,5.1,77.27,4.55,18.18,65,347,457,clinton,10,45.45454545,8,1,12,54.54545455,9,0
65042,Manhattan,Lower East Side,13,3,2,18,326,5.52,72.22,16.67,11.11,49,274,359,clinton,12,66.66666667,8,3,6,33.33333333,5,0
65043,Manhattan,Lower East Side,19,3,3,25,491,5.09,76,12,12,64,533,664,clinton,16,64,13,2,9,36,6,1
65044,Manhattan,Lower East Side,17,,5,22,642,3.43,77.27,0,22.73,121,492,667,clinton,13,59.09090909,9,0,9,40.90909091,8,0
65045,Manhattan,Lower East Side,22,2,5,29,623,4.65,75.86,6.9,17.24,126,478,662,clinton,18,62.06896552,15,1,11,37.93103448,7,1
65046,Manhattan,Lower East Side,8,1,1,10,452,2.21,80,10,10,101,327,466,clinton,3,30,3,0,7,70,5,1
65047,Manhattan,Lower East Side,19,1,4,24,420,5.71,79.17,4.17,16.67,79,332,451,clinton,8,33.33333333,6,1,16,66.66666667,13,0
65048,Manhattan,Lower East Side,9,,1,10,536,1.87,90,0,10,120,401,582,clinton,5,50,5,0,5,50,4,0
65049,Manhattan,Lower East Side,29,2,7,38,582,6.53,76.32,5.26,18.42,68,490,608,clinton,20,52.63157895,13,1,18,47.36842105,16,1
65050,Manhattan,Lower East Side,15,2,6,23,499,4.61,65.22,8.7,26.09,50,444,539,clinton,10,43.47826087,6,1,13,56.52173913,9,1
65051,Manhattan,Lower East Side,16,1,3,20,526,3.8,80,5,15,131,367,573,clinton,11,55,9,0,9,45,7,1
65052,Manhattan,Lower East Side,9,2,8,19,421,4.51,47.37,10.53,42.11,92,313,445,clinton,6,31.57894737,3,1,13,68.42105263,6,1
65053,Manhattan,Lower East Side,12,1,4,17,481,3.53,70.59,5.88,23.53,77,390,524,clinton,10,58.82352941,9,0,7,41.17647059,3,1
65054,Manhattan,Lower East Side,6,3,3,12,415,2.89,50,25,25,79,320,445,clinton,6,50,4,1,6,50,2,2
65055,Manhattan,Lower East Side,11,2,1,14,456,3.07,78.57,14.29,7.14,85,386,524,clinton,9,64.28571429,7,1,5,35.71428571,4,1
65056,Manhattan,Lower East Side,24,3,8,35,548,6.39,68.57,8.57,22.86,57,477,575,clinton,27,77.14285714,19,2,8,22.85714286,5,1
65057,Manhattan,Chinatown,20,3,3,26,424,6.13,76.92,11.54,11.54,42,336,409,clinton,16,61.53846154,12,3,10,38.46153846,8,0
65058,Manhattan,Chinatown,13,1,7,21,462,4.55,61.9,4.76,33.33,52,421,539,clinton,11,52.38095238,6,1,10,47.61904762,7,0
65059,Manhattan,Chinatown,13,,4,17,501,3.39,76.47,0,23.53,42,470,579,clinton,10,58.82352941,6,0,7,41.17647059,7,0
65060,Manhattan,Chinatown,16,3,2,21,407,5.16,76.19,14.29,9.52,52,353,444,clinton,11,52.38095238,8,2,10,47.61904762,8,1
65061,Manhattan,Chinatown,21,1,12,34,480,7.08,61.76,2.94,35.29,45,449,541,clinton,18,52.94117647,11,0,16,47.05882353,10,1
65062,Manhattan,Chinatown,13,2,6,21,390,5.38,61.9,9.52,28.57,50,341,433,clinton,10,47.61904762,5,1,11,52.38095238,8,1
65063,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,11,2,10,23,463,4.97,47.83,8.7,43.48,67,398,508,clinton,11,47.82608696,7,0,12,52.17391304,4,2
65064,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,16,3,8,27,507,5.33,59.26,11.11,29.63,74,420,555,clinton,15,55.55555556,8,1,12,44.44444444,8,2
65065,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,7,2,2,11,235,4.68,63.64,18.18,18.18,29,212,274,clinton,5,45.45454545,3,1,6,54.54545455,4,1
65066,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,3,1,4,8,297,2.69,37.5,12.5,50,22,292,378,clinton,6,75,2,1,2,25,1,0
65067,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,2,,1,3,101,2.97,66.67,0,33.33,6,92,109,clinton,2,66.66666667,1,0,1,33.33333333,1,0
65068,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,14,2,4,20,604,3.31,70,10,20,90,538,718,clinton,13,65,8,2,7,35,6,0
65069,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,8,1,2,11,393,2.8,72.73,9.09,18.18,38,363,477,clinton,5,45.45454545,4,0,6,54.54545455,4,1
65070,Manhattan,East Village,2,,1,3,133,2.26,66.67,0,33.33,12,117,155,clinton,1,33.33333333,0,0,2,66.66666667,2,0
65071,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,15,3,10,28,541,5.18,53.57,10.71,35.71,64,491,638,clinton,19,67.85714286,11,2,9,32.14285714,4,1
65072,Manhattan,Chinatown,21,2,4,27,534,5.06,77.78,7.41,14.81,73,485,651,clinton,14,51.85185185,12,1,13,48.14814815,9,1
65073,Manhattan,Chinatown,7,1,7,15,418,3.59,46.67,6.67,46.67,40,600,706,clinton,5,33.33333333,3,0,10,66.66666667,4,1
65074,Manhattan,Chinatown,21,1,3,25,541,4.62,84,4,12,48,566,680,clinton,14,56,13,0,11,44,8,1
65075,Manhattan,Chinatown,19,1,2,22,480,4.58,86.36,4.55,9.09,27,474,576,clinton,15,68.18181818,14,1,7,31.81818182,5,0
65076,Manhattan,Chinatown,10,2,2,14,604,2.32,71.43,14.29,14.29,42,574,708,clinton,10,71.42857143,7,2,4,28.57142857,3,0
65077,Manhattan,East Village,14,1,2,17,674,2.52,82.35,5.88,11.76,60,613,778,clinton,8,47.05882353,8,0,9,52.94117647,6,1
65078,Manhattan,East Village,6,,1,7,412,1.7,85.71,0,14.29,31,342,445,clinton,5,71.42857143,4,0,2,28.57142857,2,0
65079,Manhattan,East Village,13,1,6,20,671,2.98,65,5,30,40,610,759,clinton,9,45,7,0,11,55,6,1
65080,Manhattan,Chinatown,12,,12,24,537,4.47,50,0,50,25,523,629,clinton,13,54.16666667,7,0,11,45.83333333,5,0
65081,Manhattan,Lower East Side,16,1,6,23,531,4.33,69.57,4.35,26.09,35,512,613,clinton,10,43.47826087,7,1,13,56.52173913,9,0
65083,Manhattan,Lower East Side,16,2,2,20,408,4.9,80,10,10,16,263,315,clinton,11,55,9,1,9,45,7,1
65085,Manhattan,Battery Park City-Lower Manhattan,4,1,5,10,652,1.53,40,10,50,82,460,624,clinton,2,20,1,1,8,80,3,0
65086,Manhattan,Battery Park City-Lower Manhattan,3,1,2,6,405,1.48,50,16.67,33.33,56,294,413,clinton,1,16.66666667,0,0,5,83.33333333,3,1
65087,Manhattan,Battery Park City-Lower Manhattan,9,,3,12,562,2.14,75,0,25,60,482,635,clinton,7,58.33333333,5,0,5,41.66666667,4,0
65088,Manhattan,Battery Park City-Lower Manhattan,9,1,4,14,696,2.01,64.29,7.14,28.57,96,598,798,clinton,6,42.85714286,4,0,8,57.14285714,5,1
65089,Manhattan,Battery Park City-Lower Manhattan,4,2,2,8,430,1.86,50,25,25,64,402,532,clinton,3,37.5,2,1,5,62.5,2,1
65090,Manhattan,Battery Park City-Lower Manhattan,,1,4,5,440,1.14,0,20,80,72,357,496,clinton,4,80,0,1,1,20,0,0
65091,Manhattan,Battery Park City-Lower Manhattan,8,1,5,14,521,2.69,57.14,7.14,35.71,61,457,614,clinton,5,35.71428571,3,0,9,64.28571429,5,1
65092,Manhattan,Battery Park City-Lower Manhattan,3,3,2,8,288,2.78,37.5,37.5,25,39,236,333,clinton,5,62.5,3,2,3,37.5,0,1
65093,Manhattan,Battery Park City-Lower Manhattan,7,1,6,14,438,3.2,50,7.14,42.86,57,397,541,clinton,6,42.85714286,2,1,8,57.14285714,5,0
65099,Manhattan,Chinatown,4,,3,7,311,2.25,57.14,0,42.86,0,0,0,none,4,57.14285714,2,0,3,42.85714286,2,0
66001,Manhattan,Battery Park City-Lower Manhattan,10,6,14,30,794,3.78,33.33,20,46.67,157,816,1138,clinton,14,46.66666667,6,3,16,53.33333333,4,3
66002,Manhattan,Battery Park City-Lower Manhattan,12,2,4,18,532,3.38,66.67,11.11,22.22,76,439,675,clinton,10,55.55555556,7,1,8,44.44444444,5,1
66003,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,11,3,7,21,689,3.05,52.38,14.29,33.33,117,764,1031,clinton,13,61.9047619,6,2,8,38.0952381,5,1
66004,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,5,3,4,12,704,1.7,41.67,25,33.33,76,636,853,clinton,7,58.33333333,3,1,5,41.66666667,2,2
66005,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,7,,9,16,537,2.98,43.75,0,56.25,87,634,853,clinton,5,31.25,3,0,11,68.75,4,0
66006,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10,1,5,16,559,2.86,62.5,6.25,31.25,75,822,1076,clinton,13,81.25,9,1,3,18.75,1,0
66007,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,12,3,5,20,653,3.06,60,15,25,118,741,997,clinton,10,50,7,0,10,50,5,3
66008,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,14,2,4,20,761,2.63,70,10,20,87,796,1011,clinton,8,40,7,0,12,60,7,2
66009,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,14,2,9,25,768,3.26,56,8,36,67,767,985,clinton,12,48,9,0,13,52,5,2
66010,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,14,,10,24,653,3.68,58.33,0,41.67,44,788,989,clinton,19,79.16666667,11,0,5,20.83333333,3,0
66011,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,6,4,3,13,709,1.83,46.15,30.77,23.08,100,636,846,clinton,9,69.23076923,4,3,4,30.76923077,2,1
66012,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,9,5,10,24,794,3.02,37.5,20.83,41.67,65,551,720,clinton,10,41.66666667,3,1,14,58.33333333,6,4
66013,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,10,4,7,21,657,3.2,47.62,19.05,33.33,46,582,747,clinton,13,61.9047619,6,1,8,38.0952381,4,3
66014,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,6,1,3,10,324,3.09,60,10,30,14,322,400,clinton,6,60,5,0,4,40,1,1
66015,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,6,,4,10,423,2.36,60,0,40,37,411,530,clinton,5,50,4,0,5,50,2,0
66017,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,1,,0,1,11,9.09,100,0,0,0,11,14,clinton,0,0,0,0,1,100,1,0
66018,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,13,2,3,18,624,2.88,72.22,11.11,16.67,65,712,912,clinton,11,61.11111111,8,1,7,38.88888889,5,1
66019,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,13,1,6,20,724,2.76,65,5,30,53,696,891,clinton,13,65,8,1,7,35,5,0
66020,Manhattan,West Village,5,,1,6,477,1.26,83.33,0,16.67,24,474,592,clinton,3,50,2,0,3,50,3,0
66021,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,9,4,7,20,675,2.96,45,20,35,39,508,637,clinton,7,35,3,1,13,65,6,3
66022,Manhattan,West Village,9,,8,17,601,2.83,52.94,0,47.06,86,792,1015,clinton,9,52.94117647,6,0,8,47.05882353,3,0
66023,Manhattan,West Village,3,1,6,10,769,1.3,30,10,60,17,405,503,clinton,5,50,1,1,5,50,2,0
66024,Manhattan,West Village,4,,1,5,481,1.04,80,0,20,24,463,589,clinton,4,80,3,0,1,20,1,0
66025,Manhattan,West Village,5,,3,8,298,2.68,62.5,0,37.5,14,296,360,clinton,6,75,3,0,2,25,2,0
66026,Manhattan,East Village,6,2,1,9,530,1.7,66.67,22.22,11.11,27,304,391,clinton,4,44.44444444,3,0,5,55.55555556,3,2
66027,Manhattan,East Village,9,,3,12,383,3.13,75,0,25,33,550,685,clinton,4,33.33333333,3,0,8,66.66666667,6,0
66028,Manhattan,East Village,12,2,5,19,532,3.57,63.16,10.53,26.32,86,752,975,clinton,12,63.15789474,6,1,7,36.84210526,6,1
66029,Manhattan,East Village,4,3,5,12,464,2.59,33.33,25,41.67,59,731,938,clinton,5,41.66666667,2,0,7,58.33333333,2,3
66030,Manhattan,East Village,7,1,2,10,646,1.55,70,10,20,34,629,785,clinton,5,50,4,0,5,50,3,1
66031,Manhattan,East Village,14,1,4,19,413,4.6,73.68,5.26,21.05,72,678,858,clinton,10,52.63157895,8,1,9,47.36842105,6,0
66032,Manhattan,East Village,11,1,4,16,666,2.4,68.75,6.25,25,44,626,786,clinton,12,75,8,1,4,25,3,0
66033,Manhattan,East Village,4,,8,12,378,3.17,33.33,0,66.67,28,343,431,clinton,6,50,4,0,6,50,0,0
66034,Manhattan,East Village,10,2,2,14,659,2.12,71.43,14.29,14.29,35,659,811,clinton,9,64.28571429,7,1,5,35.71428571,3,1
66035,Manhattan,East Village,10,3,6,19,555,3.42,52.63,15.79,31.58,36,617,732,clinton,8,42.10526316,6,1,11,57.89473684,4,2
66036,Manhattan,East Village,8,,3,11,599,1.84,72.73,0,27.27,60,803,991,clinton,6,54.54545455,5,0,5,45.45454545,3,0
66037,Manhattan,East Village,5,1,1,7,588,1.19,71.43,14.29,14.29,34,554,691,clinton,4,57.14285714,3,0,3,42.85714286,2,1
66038,Manhattan,East Village,14,1,2,17,430,3.95,82.35,5.88,11.76,27,392,474,clinton,9,52.94117647,8,0,8,47.05882353,6,1
66039,Manhattan,East Village,7,,6,13,600,2.17,53.85,0,46.15,51,554,688,clinton,6,46.15384615,4,0,7,53.84615385,3,0
66041,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,7,1,3,11,455,2.42,63.64,9.09,27.27,75,647,851,clinton,6,54.54545455,4,0,5,45.45454545,3,1
66042,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy,,1,1,2,107,1.87,0,50,50,18,155,216,clinton,2,100,0,1,0,0,0,0
