aded,boro,nta_name,BLK,CON,DEM,GRE,IND,OTH,REF,REP,WEP,WOR,total_first2016,total_voted_reg2008,total_voted2016,pct_total_first2016_total_voted_reg2008,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes
52110,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,2,,22,,1,,,1,,,26,419,663,6.21,3.92,84.62,3.85,11.54,0,0,0
52111,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,3,,8,,,,,3,,,14,385,579,3.64,2.42,57.14,21.43,21.43,0,1,2
52112,Brooklyn,Park Slope-Gowanus,4,,8,1,,,,1,,,14,319,651,4.39,2.15,57.14,7.14,35.71,0,0,0
52113,Brooklyn,Prospect Heights,3,,4,,,,,,,,7,508,709,1.38,0.99,57.14,0,42.86,0,0,0
52114,Brooklyn,Park Slope-Gowanus,2,,8,,,,,,,,10,383,616,2.61,1.62,80,0,20,0,0,0
52115,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2,,9,,,,,2,,,13,306,411,4.25,3.16,69.23,15.38,15.38,36,350,464
52116,Brooklyn,Park Slope-Gowanus,3,,11,,2,,,,,,16,420,674,3.81,2.37,68.75,0,31.25,50,635,803
52117,Brooklyn,Brooklyn Heights-Cobble Hill,,,15,,1,,,1,,,17,364,636,4.67,2.67,88.24,5.88,5.88,0,0,0
53001,Brooklyn,North Side-South Side,2,,7,,,,,,,,9,179,358,5.03,2.51,77.78,0,22.22,27,567,667
53002,Brooklyn,North Side-South Side,1,,19,,,,,,,,20,140,264,14.29,7.58,95,0,5,16,412,500
53003,Brooklyn,North Side-South Side,4,,20,,,,,1,,,25,309,533,8.09,4.69,80,4,16,21,510,598
53004,Brooklyn,North Side-South Side,1,,11,,,,,,,,12,222,431,5.41,2.78,91.67,0,8.33,14,416,483
53005,Brooklyn,North Side-South Side,4,,12,,,,,,,,16,264,474,6.06,3.38,75,0,25,21,448,523
53006,Brooklyn,North Side-South Side,1,,2,,,,,,,,3,39,129,7.69,2.33,66.67,0,33.33,5,117,138
53007,Brooklyn,North Side-South Side,,,17,,,,,,,,17,208,405,8.17,4.2,100,0,0,20,460,544
53008,Brooklyn,North Side-South Side,1,,8,,1,,,,,,10,155,419,6.45,2.39,80,0,20,14,410,486
53009,Brooklyn,North Side-South Side,4,,26,,,,,,,,30,305,469,9.84,6.4,86.67,0,13.33,21,469,540
53010,Brooklyn,North Side-South Side,2,,14,,,,,2,,,18,280,397,6.43,4.53,77.78,11.11,11.11,27,363,426
53011,Brooklyn,North Side-South Side,3,,10,,1,,,,,,14,231,354,6.06,3.95,71.43,0,28.57,17,510,594
53012,Brooklyn,North Side-South Side,,,22,,,,,,,,22,207,415,10.63,5.3,100,0,0,39,538,646
53013,Brooklyn,North Side-South Side,1,,21,,,,,1,,,23,257,487,8.95,4.72,91.3,4.35,4.35,21,451,540
53015,Brooklyn,East Williamsburg,4,,11,,,,,,,,15,212,279,7.08,5.38,73.33,0,26.67,106,495,655
53016,Brooklyn,East Williamsburg,2,,8,,,,,,,,10,241,607,4.15,1.65,80,0,20,22,666,787
53017,Brooklyn,North Side-South Side,3,,26,,1,,,,,,30,288,531,10.42,5.65,86.67,0,13.33,28,687,830
53018,Brooklyn,North Side-South Side,3,,15,,,,,2,,,20,287,597,6.97,3.35,75,10,15,39,408,510
53019,Brooklyn,North Side-South Side,3,,18,,,,,3,,1,25,290,613,8.62,4.08,72,12,16,92,743,962
53020,Brooklyn,East Williamsburg,2,,9,,,,,3,,,14,309,629,4.53,2.23,64.29,21.43,14.29,83,536,699
53021,Brooklyn,East Williamsburg,7,,17,,,,,,,,24,362,552,6.63,4.35,70.83,0,29.17,28,532,612
53022,Brooklyn,East Williamsburg,,,22,,2,,,2,,,26,319,544,8.15,4.78,84.62,7.69,7.69,19,528,608
53023,Brooklyn,East Williamsburg,4,,13,,2,,,,,,19,184,543,10.33,3.5,68.42,0,31.58,16,457,522
53024,Brooklyn,East Williamsburg,2,,16,,,,,2,,,20,232,326,8.62,6.13,80,10,10,81,525,660
53025,Brooklyn,East Williamsburg,2,,24,,,,,,,,26,421,530,6.18,4.91,92.31,0,7.69,64,548,687
53026,Brooklyn,East Williamsburg,5,,7,,,,,,,,12,224,305,5.36,3.93,58.33,0,41.67,46,251,321
53027,Brooklyn,East Williamsburg,,,21,,,,,,,,21,294,576,7.14,3.65,100,0,0,27,484,574
53028,Brooklyn,Bushwick South,1,,18,,,,,1,,,20,283,492,7.07,4.07,90,5,5,32,504,598
53029,Brooklyn,Bushwick South,1,,14,,1,,,1,,,17,154,342,11.04,4.97,82.35,5.88,11.76,14,339,377
53030,Brooklyn,Bushwick South,5,,12,,,,,2,,,19,233,573,8.15,3.32,63.16,10.53,26.32,16,736,878
53031,Brooklyn,Bushwick South,3,,18,,,,,3,,,24,382,496,6.28,4.84,75,12.5,12.5,26,475,527
53032,Brooklyn,Bushwick South,2,1,16,,,,,3,,,22,302,498,7.28,4.42,72.73,13.64,13.64,22,453,547
53033,Brooklyn,East Williamsburg,,,12,,,,,2,,,14,268,557,5.22,2.51,85.71,14.29,0,36,500,629
53034,Brooklyn,East Williamsburg,7,,12,,,,,2,,,21,240,521,8.75,4.03,57.14,9.52,33.33,54,333,465
53035,Brooklyn,East Williamsburg,2,,6,,,,,,,,8,189,486,4.23,1.65,75,0,25,38,651,786
53036,Brooklyn,East Williamsburg,2,,11,,,,,2,,,15,279,588,5.38,2.55,73.33,13.33,13.33,53,530,664
53037,Brooklyn,East Williamsburg,2,,11,,,,,,,,13,226,522,5.75,2.49,84.62,0,15.38,23,300,374
53038,Brooklyn,Bushwick South,,,7,,2,,,1,,,10,105,193,9.52,5.18,70,10,20,11,189,227
53039,Brooklyn,Bushwick North,1,,15,,,,,1,,,17,251,557,6.77,3.05,88.24,5.88,5.88,19,355,431
53040,Brooklyn,Bushwick South,4,,8,,,,,2,,,14,184,243,7.61,5.76,57.14,14.29,28.57,16,254,278
53041,Brooklyn,Bushwick South,4,,30,,1,,,2,,,37,331,431,11.18,8.58,81.08,5.41,13.51,24,414,477
53042,Brooklyn,Bushwick South,1,,16,,,,,,,,17,227,309,7.49,5.5,94.12,0,5.88,19,414,451
53043,Brooklyn,Bushwick South,,,16,,1,,,,,1,18,293,386,6.14,4.66,88.89,0,11.11,12,375,421
53044,Brooklyn,Bushwick South,3,,14,1,,,,,,,18,268,521,6.72,3.45,77.78,0,22.22,20,483,566
53045,Brooklyn,Bushwick South,3,,15,,1,,,1,,,20,319,609,6.27,3.28,75,5,20,26,568,649
53046,Brooklyn,Bushwick South,2,,19,,1,1,,,,,23,280,502,8.21,4.58,82.61,0,17.39,40,456,553
53047,Brooklyn,Bushwick South,1,,11,,,,,1,,,13,248,591,5.24,2.2,84.62,7.69,7.69,17,559,669
53048,Brooklyn,Bushwick North,1,,12,,,,,2,,,15,183,517,8.2,2.9,80,13.33,6.67,20,475,589
53050,Brooklyn,Bushwick North,,,13,1,,,,3,,,17,176,470,9.66,3.62,76.47,17.65,5.88,26,455,536
53051,Brooklyn,Bushwick South,3,,18,,,,,,,,21,253,327,8.3,6.42,85.71,0,14.29,9,191,211
53052,Brooklyn,Bushwick North,,,1,,,,,,,,1,13,44,7.69,2.27,100,0,0,1,30,43
53053,Brooklyn,Bushwick North,1,,10,,,,,1,,,12,247,547,4.86,2.19,83.33,8.33,8.33,35,462,554
53054,Brooklyn,Bushwick North,2,,12,,1,,,,,,15,247,552,6.07,2.72,80,0,20,16,440,514
53055,Brooklyn,Bushwick North,1,,11,,,,,2,,,14,187,489,7.49,2.86,78.57,14.29,7.14,27,565,672
53056,Brooklyn,Bushwick North,3,,12,,,,,1,,,16,193,572,8.29,2.8,75,6.25,18.75,37,710,835
53057,Brooklyn,Bushwick North,2,,11,,,,,1,,,14,203,565,6.9,2.48,78.57,7.14,14.29,32,769,892
53058,Brooklyn,Bushwick North,,,3,,,,,,,,3,71,206,4.23,1.46,100,0,0,36,613,742
53059,Brooklyn,Bushwick South,2,,11,,,,,1,,,14,224,589,6.25,2.38,78.57,7.14,14.29,40,690,811
53060,Brooklyn,Bushwick South,3,,9,,,,,1,,,13,214,604,6.07,2.15,69.23,7.69,23.08,36,819,993
53061,Brooklyn,Bushwick South,3,,14,,,,,,,,17,258,491,6.59,3.46,82.35,0,17.65,32,579,706
53062,Brooklyn,Bushwick South,2,,9,,,,,,,,11,86,179,12.79,6.15,81.82,0,18.18,12,157,192
53063,Brooklyn,Bushwick North,2,,9,,,,,,,,11,194,590,5.67,1.86,81.82,0,18.18,15,570,696
53064,Brooklyn,Bushwick North,5,,9,,,,,2,,,16,176,446,9.09,3.59,56.25,12.5,31.25,31,391,498
53065,Brooklyn,Bushwick North,2,,8,,,,,3,,,13,237,426,5.49,3.05,61.54,23.08,15.38,56,375,499
53066,Brooklyn,Bushwick North,3,,16,,,,,3,,,22,277,554,7.94,3.97,72.73,13.64,13.64,59,625,755
53067,Brooklyn,Bushwick North,1,,16,,,,,1,,1,19,230,598,8.26,3.18,84.21,5.26,10.53,40,580,683
53068,Brooklyn,Bushwick North,2,,11,,1,,,4,,,18,229,507,7.86,3.55,61.11,22.22,16.67,36,551,656
53069,Brooklyn,Bushwick North,4,,15,,,,,,,,19,185,455,10.27,4.18,78.95,0,21.05,16,344,406
53070,Brooklyn,Bushwick North,5,,10,,,,,3,,1,19,272,556,6.99,3.42,52.63,15.79,31.58,49,691,806
53071,Brooklyn,Bushwick North,3,,20,,,,,2,,,25,265,379,9.43,6.6,80,8,12,17,341,402
53072,Brooklyn,Bushwick North,2,,14,1,,,,3,,,20,197,473,10.15,4.23,70,15,15,42,656,764
53073,Brooklyn,Bushwick North,1,,13,,,,,,,,14,254,406,5.51,3.45,92.86,0,7.14,22,496,553
53074,Brooklyn,Bushwick North,5,,13,,,,,1,,,19,353,526,5.38,3.61,68.42,5.26,26.32,21,389,434
53075,Brooklyn,Bushwick South,1,,14,,1,,,3,,,19,221,311,8.6,6.11,73.68,15.79,10.53,12,291,329
53076,Brooklyn,Bushwick North,,,14,,,,,1,,,15,182,510,8.24,2.94,93.33,6.67,0,23,484,576
53077,Brooklyn,Bushwick South,3,,15,,1,,,,1,,20,235,486,8.51,4.12,75,0,25,18,458,540
53078,Brooklyn,Williamsburg,2,1,18,,,,,4,,,25,110,199,22.73,12.56,72,16,12,107,90,216
53079,Brooklyn,Bedford,3,,8,,,,,1,,,12,149,233,8.05,5.15,66.67,8.33,25,19,222,277
53080,Brooklyn,Bedford,2,,13,,1,,,2,,,18,324,561,5.56,3.21,72.22,11.11,16.67,44,523,645
53081,Brooklyn,Bushwick South,2,,10,,,,,4,,,16,158,223,10.13,7.17,62.5,25,12.5,21,210,243
53082,Brooklyn,Bushwick North,1,,9,,,1,,1,,,12,221,492,5.43,2.44,75,8.33,16.67,0,0,0
53083,Brooklyn,North Side-South Side,1,,13,,1,,,,,,15,202,403,7.43,3.72,86.67,0,13.33,0,0,0
53084,Brooklyn,North Side-South Side,2,,9,,,,,1,,,12,225,384,5.33,3.13,75,8.33,16.67,0,0,0
53085,Brooklyn,East Williamsburg,3,,12,,,,,3,,,18,252,335,7.14,5.37,66.67,16.67,16.67,0,0,0
53086,Brooklyn,East Williamsburg,4,,15,,,,,1,,,20,209,297,9.57,6.73,75,5,20,0,0,0
53087,Brooklyn,Bushwick South,1,,12,,,,,,,,13,215,490,6.05,2.65,92.31,0,7.69,0,0,0
53088,Brooklyn,Bushwick North,,,7,,,,,1,,,8,180,525,4.44,1.52,87.5,12.5,0,0,0,0
54001,Brooklyn,East New York,,,1,,,,,,,,1,101,155,0.99,0.65,100,0,0,5,159,192
54002,Brooklyn,East New York,1,,8,,,,,1,,,10,192,398,5.21,2.51,80,10,10,9,260,299
54003,Brooklyn,Cypress Hills-City Line,3,,11,,,,,1,,,15,213,440,7.04,3.41,73.33,6.67,20,37,399,468
54004,Brooklyn,Cypress Hills-City Line,3,,14,,,,,2,,,19,221,469,8.6,4.05,73.68,10.53,15.79,33,579,654
54005,Brooklyn,East New York,,,3,,,,,1,,,4,64,118,6.25,3.39,75,25,0,6,114,135
54006,Brooklyn,Cypress Hills-City Line,,,4,,,,,,,,4,60,122,6.67,3.28,100,0,0,4,119,139
54007,Brooklyn,Stuyvesant Heights,2,1,16,,,,,,,,19,228,413,8.33,4.6,84.21,0,15.79,12,532,624
54008,Brooklyn,Stuyvesant Heights,4,,8,,1,,,,,,13,226,377,5.75,3.45,61.54,0,38.46,4,540,583
54009,Brooklyn,Stuyvesant Heights,2,,14,,,,,1,,,17,302,431,5.63,3.94,82.35,5.88,11.76,13,298,350
54010,Brooklyn,Stuyvesant Heights,,,9,,1,,,,,,10,298,459,3.36,2.18,90,0,10,4,354,385
54011,Brooklyn,Stuyvesant Heights,2,,15,,,,,,,,17,338,495,5.03,3.43,88.24,0,11.76,12,570,645
54012,Brooklyn,Stuyvesant Heights,1,,10,,,,,1,,,12,182,421,6.59,2.85,83.33,8.33,8.33,5,317,368
54013,Brooklyn,Bushwick South,1,,10,,,,,2,,1,14,157,371,8.92,3.77,71.43,14.29,14.29,19,623,732
54014,Brooklyn,Stuyvesant Heights,1,,,,,,,,,,1,13,48,7.69,2.08,0,0,100,0,60,67
54015,Brooklyn,Stuyvesant Heights,,,3,,,,,,,,3,92,156,3.26,1.92,100,0,0,6,167,196
54017,Brooklyn,Stuyvesant Heights,1,,7,,,,,,,,8,70,118,11.43,6.78,87.5,0,12.5,2,116,125
54019,Brooklyn,Bushwick South,,,15,,,,,,,,15,266,406,5.64,3.69,100,0,0,20,378,423
54020,Brooklyn,Bushwick South,6,,19,,,,,2,,,27,324,575,8.33,4.7,70.37,7.41,22.22,46,599,713
54021,Brooklyn,Bushwick South,2,,10,,1,,,2,,,15,240,413,6.25,3.63,66.67,13.33,20,32,386,456
54022,Brooklyn,Bushwick South,1,,9,,1,,,1,,,12,181,353,6.63,3.4,75,8.33,16.67,36,506,601
54023,Brooklyn,Bushwick South,3,,11,,1,,,1,,,16,279,497,5.73,3.22,68.75,6.25,25,34,445,530
54024,Brooklyn,Bushwick South,2,,14,,1,,,,,,17,228,444,7.46,3.83,82.35,0,17.65,16,321,354
54025,Brooklyn,Bushwick South,3,,7,,,,,1,,,11,224,519,4.91,2.12,63.64,9.09,27.27,22,299,346
54026,Brooklyn,Stuyvesant Heights,,,4,,,,,,,,4,42,63,9.52,6.35,100,0,0,4,66,89
54027,Brooklyn,Bushwick South,1,,15,,,,,,,1,17,190,351,8.95,4.84,88.24,0,11.76,17,331,367
54028,Brooklyn,Bushwick South,1,,22,,1,,,2,,,26,315,491,8.25,5.3,84.62,7.69,7.69,23,467,542
54029,Brooklyn,Bushwick South,4,,13,,,,,1,,,18,225,422,8,4.27,72.22,5.56,22.22,4,414,500
54030,Brooklyn,Bushwick North,1,,9,,,,,,,,10,265,456,3.77,2.19,90,0,10,27,484,560
54031,Brooklyn,Bushwick North,1,,11,,1,1,,,,,14,211,375,6.64,3.73,78.57,0,21.43,6,100,115
54032,Brooklyn,Bushwick North,1,,7,,,,,2,,,10,171,351,5.85,2.85,70,20,10,35,510,595
54033,Brooklyn,Bushwick North,,,14,,,,,,,,14,228,474,6.14,2.95,100,0,0,15,521,599
54034,Brooklyn,Bushwick North,1,,12,,,,,,,,13,237,375,5.49,3.47,92.31,0,7.69,27,513,603
54035,Brooklyn,Bushwick North,5,1,16,,,,,2,,,24,249,415,9.64,5.78,66.67,8.33,25,23,531,641
54036,Brooklyn,Bushwick North,2,,19,,,,,3,,,24,232,453,10.34,5.3,79.17,12.5,8.33,26,604,698
54037,Brooklyn,Bushwick North,1,,22,,,,,1,,,24,251,433,9.56,5.54,91.67,4.17,4.17,24,521,626
54038,Brooklyn,Bushwick South,,,7,,,,,2,,,9,207,390,4.35,2.31,77.78,22.22,0,25,529,616
54039,Brooklyn,Bushwick South,3,,18,,,,,,,,21,220,431,9.55,4.87,85.71,0,14.29,25,567,650
54040,Brooklyn,Bushwick South,,,6,,,,,1,,,7,74,139,9.46,5.04,85.71,14.29,0,10,121,140
54041,Brooklyn,East New York,1,,16,,1,,,1,,,19,332,526,5.72,3.61,84.21,5.26,10.53,33,503,599
54042,Brooklyn,Cypress Hills-City Line,8,,14,,,,,,,,22,257,427,8.56,5.15,63.64,0,36.36,28,550,652
54043,Brooklyn,Cypress Hills-City Line,1,,15,,,,,1,,,17,335,504,5.07,3.37,88.24,5.88,5.88,37,526,630
54044,Brooklyn,East New York,5,,14,,,,,,,,19,231,411,8.23,4.62,73.68,0,26.32,35,423,502
54045,Brooklyn,Cypress Hills-City Line,6,,11,,1,,,,,1,19,267,431,7.12,4.41,57.89,0,42.11,42,482,562
54046,Brooklyn,East New York,3,,12,,1,,,1,,,17,318,543,5.35,3.13,70.59,5.88,23.53,39,584,683
54047,Brooklyn,East New York,2,,12,,,,,1,,,15,229,401,6.55,3.74,80,6.67,13.33,31,368,437
54048,Brooklyn,Cypress Hills-City Line,1,,10,,,,,1,,,12,284,468,4.23,2.56,83.33,8.33,8.33,26,458,523
54049,Brooklyn,Cypress Hills-City Line,4,,17,,,,,1,,,22,296,453,7.43,4.86,77.27,4.55,18.18,22,324,378
54050,Brooklyn,Cypress Hills-City Line,3,,18,,,,,1,,,22,318,504,6.92,4.37,81.82,4.55,13.64,52,496,593
54051,Brooklyn,Cypress Hills-City Line,4,,14,,1,,,3,,,22,310,553,7.1,3.98,63.64,13.64,22.73,53,490,587
54052,Brooklyn,Cypress Hills-City Line,3,,15,,,,,1,,,19,239,391,7.95,4.86,78.95,5.26,15.79,40,446,521
54053,Brooklyn,Cypress Hills-City Line,2,,13,,,,,4,,,19,227,384,8.37,4.95,68.42,21.05,10.53,25,348,408
54054,Brooklyn,Cypress Hills-City Line,4,1,12,,,,,2,1,,20,217,341,9.22,5.87,60,10,30,51,466,557
54055,Brooklyn,Cypress Hills-City Line,2,,14,,,,,4,,,20,210,365,9.52,5.48,70,20,10,27,244,293
54056,Brooklyn,Cypress Hills-City Line,3,,11,,,,,,,,14,182,321,7.69,4.36,78.57,0,21.43,41,509,584
54057,Brooklyn,Cypress Hills-City Line,4,,16,,,,,,,,20,281,490,7.12,4.08,80,0,20,38,429,509
54058,Brooklyn,Cypress Hills-City Line,4,,12,,,,,1,,,17,267,467,6.37,3.64,70.59,5.88,23.53,50,511,595
54059,Brooklyn,Cypress Hills-City Line,5,,18,,,,,,,1,24,241,425,9.96,5.65,75,0,25,59,512,643
54060,Brooklyn,Bushwick South,3,,30,,1,,,1,,,35,320,514,10.94,6.81,85.71,2.86,11.43,20,624,693
54061,Brooklyn,Bushwick South,1,,12,,,,,,,,13,225,420,5.78,3.1,92.31,0,7.69,14,534,606
54062,Brooklyn,Bushwick South,,,13,,1,,,,,1,15,251,420,5.98,3.57,86.67,0,13.33,17,450,514
54063,Brooklyn,Bushwick South,3,,7,,,,,,,,10,245,482,4.08,2.07,70,0,30,23,576,669
54064,Brooklyn,Bushwick South,,,12,,,,,,,,12,151,297,7.95,4.04,100,0,0,17,398,466
54065,Brooklyn,Cypress Hills-City Line,2,,21,,,,,,,,23,221,440,10.41,5.23,91.3,0,8.7,32,403,468
54066,Brooklyn,East New York,3,,12,,,,,1,,,16,225,448,7.11,3.57,75,6.25,18.75,21,360,424
54067,Brooklyn,East New York,6,,22,,1,,,4,,1,34,268,451,12.69,7.54,64.71,11.76,23.53,36,483,566
54068,Brooklyn,East New York,3,,14,,1,,,,,,18,258,460,6.98,3.91,77.78,0,22.22,20,435,493
54069,Brooklyn,East New York,1,,19,,,,,,,,20,252,429,7.94,4.66,95,0,5,19,412,459
54070,Brooklyn,East New York,1,,4,,,,,,,1,6,195,322,3.08,1.86,66.67,0,33.33,16,310,351
54071,Brooklyn,East New York,2,,8,,,,,1,,,11,159,232,6.92,4.74,72.73,9.09,18.18,10,220,245
54072,Brooklyn,East New York,1,,1,,,,,,,,2,39,61,5.13,3.28,50,0,50,5,57,70
54073,Brooklyn,Bushwick North,,,8,,,,,,,,8,196,403,4.08,1.99,100,0,0,32,517,619
54074,Brooklyn,Bushwick South,1,,16,,,,,1,,,18,212,366,8.49,4.92,88.89,5.56,5.56,15,441,516
54075,Brooklyn,East New York,1,,1,,1,,,,,,3,77,123,3.9,2.44,33.33,0,66.67,2,119,132
54076,Brooklyn,Stuyvesant Heights,,,11,,,,,2,,,13,300,475,4.33,2.74,84.62,15.38,0,11,370,422
54077,Brooklyn,Bushwick South,2,,6,,,,,1,,,9,132,229,6.82,3.93,66.67,11.11,22.22,14,209,260
54079,Brooklyn,East New York,2,,8,,,,,1,,,11,149,234,7.38,4.7,72.73,9.09,18.18,14,220,252
54080,Brooklyn,Cypress Hills-City Line,3,,19,1,1,,,2,,,26,277,473,9.39,5.5,73.08,7.69,19.23,22,221,270
54081,Brooklyn,Cypress Hills-City Line,5,,16,,,,,2,1,,24,255,422,9.41,5.69,66.67,8.33,25,28,300,353
54082,Brooklyn,Cypress Hills-City Line,4,,17,,,,,2,,,23,217,380,10.6,6.05,73.91,8.7,17.39,0,0,0
54083,Brooklyn,Cypress Hills-City Line,3,,22,,,,,1,,2,28,282,455,9.93,6.15,78.57,3.57,17.86,0,0,0
54084,Brooklyn,Bushwick South,,,2,,,,,,,,2,107,272,1.87,0.74,100,0,0,0,0,0
54085,Brooklyn,Bushwick North,1,,9,,,,,2,,,12,179,389,6.7,3.08,75,16.67,8.33,0,0,0
54086,Brooklyn,Bushwick North,4,,13,,,,,1,,1,19,246,463,7.72,4.1,68.42,5.26,26.32,0,0,0
54087,Brooklyn,Bushwick North,1,,14,,1,,,2,,,18,171,316,10.53,5.7,77.78,11.11,11.11,0,0,0
54088,Brooklyn,Bushwick South,3,,3,,,,,,,,6,232,377,2.59,1.59,50,0,50,0,0,0
54089,Brooklyn,Bushwick South,3,,18,,,,,,,,21,220,360,9.55,5.83,85.71,0,14.29,0,0,0
55002,Brooklyn,Stuyvesant Heights,2,,3,,,,,,,,5,137,301,3.65,1.66,60,0,40,5,281,318
55003,Brooklyn,Stuyvesant Heights,1,,7,,,,,1,,,9,60,112,15,8.04,77.78,11.11,11.11,2,133,155
55004,Brooklyn,Stuyvesant Heights,1,,9,,1,,,1,,,12,222,415,5.41,2.89,75,8.33,16.67,13,719,839
55005,Brooklyn,Ocean Hill,,,4,,,,,1,,,5,71,100,7.04,5,80,20,0,7,90,104
55006,Brooklyn,Ocean Hill,2,,12,,,,,1,,,15,200,276,7.5,5.43,80,6.67,13.33,11,263,283
55007,Brooklyn,Bushwick South,2,,10,,1,,,,,,13,206,433,6.31,3,76.92,0,23.08,13,555,641
55008,Brooklyn,Ocean Hill,,,1,,,,,,,,1,38,55,2.63,1.82,100,0,0,2,54,64
55009,Brooklyn,Stuyvesant Heights,4,,8,,,,,1,,,13,304,476,4.28,2.73,61.54,7.69,30.77,12,437,506
55010,Brooklyn,Stuyvesant Heights,1,,11,,1,,,,,,13,361,480,3.6,2.71,84.62,0,15.38,7,440,492
55011,Brooklyn,Stuyvesant Heights,1,,20,,,,,1,,1,23,359,559,6.41,4.11,86.96,4.35,8.7,2,547,598
55012,Brooklyn,Ocean Hill,3,,13,,2,,,1,,,19,355,534,5.35,3.56,68.42,5.26,26.32,7,523,587
55013,Brooklyn,East New York (Pennsylvania Ave),1,,3,,,,,1,,,5,25,37,20,13.51,60,20,20,0,30,31
55014,Brooklyn,Bushwick South,1,,14,,1,,,1,,,17,194,368,8.76,4.62,82.35,5.88,11.76,30,524,620
55015,Brooklyn,Bushwick South,1,,8,,,,,1,,,10,179,339,5.59,2.95,80,10,10,1,14,18
55016,Brooklyn,Ocean Hill,1,,13,,,,,2,,,16,346,547,4.62,2.93,81.25,12.5,6.25,18,541,603
55017,Brooklyn,Ocean Hill,,,4,,,,,1,,,5,150,277,3.33,1.81,80,20,0,4,257,292
55018,Brooklyn,Ocean Hill,1,,9,,,,,,,,10,400,619,2.5,1.62,90,0,10,11,686,791
55019,Brooklyn,Stuyvesant Heights,1,,8,,,,,,,,9,422,628,2.13,1.43,88.89,0,11.11,11,605,683
55020,Brooklyn,Stuyvesant Heights,2,,14,,,,,,,,16,372,583,4.3,2.74,87.5,0,12.5,18,549,632
55021,Brooklyn,Crown Heights North,1,,14,,,,,1,,,16,389,486,4.11,3.29,87.5,6.25,6.25,7,471,529
55022,Brooklyn,Crown Heights North,1,,10,,1,,,,,,12,329,427,3.65,2.81,83.33,0,16.67,1,427,468
55023,Brooklyn,Stuyvesant Heights,2,,11,,1,,,,,,14,354,535,3.95,2.62,78.57,0,21.43,10,519,588
55024,Brooklyn,Ocean Hill,3,,11,,,,,,,,14,332,516,4.22,2.71,78.57,0,21.43,8,406,442
55025,Brooklyn,Ocean Hill,4,,11,,1,,,,,,16,301,510,5.32,3.14,68.75,0,31.25,10,491,552
55026,Brooklyn,Ocean Hill,,,2,,,,,,,,2,77,135,2.6,1.48,100,0,0,8,96,119
55027,Brooklyn,Ocean Hill,2,,7,,,,,1,,,10,156,260,6.41,3.85,70,10,20,17,239,289
55028,Brooklyn,Ocean Hill,2,,3,,,,,,,1,6,150,208,4,2.88,50,0,50,8,205,236
55029,Brooklyn,Ocean Hill,2,,4,1,,,,,,,7,101,163,6.93,4.29,57.14,0,42.86,4,154,173
55030,Brooklyn,Ocean Hill,1,,6,,,,,,,,7,233,351,3,1.99,85.71,0,14.29,4,345,416
55031,Brooklyn,Ocean Hill,,,8,,,,,,,,8,309,415,2.59,1.93,100,0,0,9,409,442
55032,Brooklyn,Ocean Hill,,,13,,,,,,,,13,296,474,4.39,2.74,100,0,0,5,472,536
55033,Brooklyn,Ocean Hill,1,,12,,,,,,,,13,329,499,3.95,2.61,92.31,0,7.69,10,468,529
55034,Brooklyn,Ocean Hill,,,4,,1,,,1,,,6,281,434,2.14,1.38,66.67,16.67,16.67,8,427,482
55035,Brooklyn,Ocean Hill,,,6,,,,,,,,6,199,270,3.02,2.22,100,0,0,4,261,282
55036,Brooklyn,Ocean Hill,,,1,,,,,,,,1,31,52,3.23,1.92,100,0,0,0,55,61
55037,Brooklyn,Ocean Hill,2,,6,,1,,,1,,,10,146,227,6.85,4.41,60,10,30,10,220,249
55038,Brooklyn,Brownsville,1,,8,,,,,,,,9,106,201,8.49,4.48,88.89,0,11.11,2,99,121
55040,Brooklyn,East New York,,,4,,,,,,,,4,48,71,8.33,5.63,100,0,0,3,95,157
55041,Brooklyn,East New York,1,,4,,,,,1,,,6,111,206,5.41,2.91,66.67,16.67,16.67,8,229,283
55042,Brooklyn,East New York,,,1,,,,,,,,1,16,25,6.25,4,100,0,0,0,0,0
55043,Brooklyn,East New York,1,,1,,,,,1,,,3,23,37,13.04,8.11,33.33,33.33,33.33,0,0,0
55044,Brooklyn,East New York,,,1,,,,,,,,1,14,26,7.14,3.85,100,0,0,0,0,0
55045,Brooklyn,East New York,7,,4,,1,,,1,,,13,233,406,5.58,3.2,30.77,7.69,61.54,18,390,434
55046,Brooklyn,East New York,6,,12,,1,,,1,,,20,300,478,6.67,4.18,60,5,35,30,457,546
55047,Brooklyn,East New York,,,5,,,,,2,,,7,119,203,5.88,3.45,71.43,28.57,0,2,207,227
55048,Brooklyn,East New York,2,,11,,,,,1,,,14,298,481,4.7,2.91,78.57,7.14,14.29,18,493,574
55049,Brooklyn,East New York,,,9,,,,,,,,9,192,298,4.69,3.02,100,0,0,17,296,334
55050,Brooklyn,East New York (Pennsylvania Ave),,,3,,,,,,,,3,66,92,4.55,3.26,100,0,0,6,87,97
55051,Brooklyn,East New York (Pennsylvania Ave),,,1,,,,,,,,1,16,37,6.25,2.7,100,0,0,1,39,41
