aded,boro,nta_name,BLK,CON,DEM,GRE,IND,OTH,REF,REP,WEP,WOR,total_first2016,total_voted_reg2008,total_voted2016,pct_total_first2016_total_voted_reg2008,pct_total_first2016_total_voted2016,pct_dem_first2016,pct_rep_first2016,pct_oth_first2016,trump_votes,clinton_votes,total_votes
55052,Brooklyn,East New York (Pennsylvania Ave),,,5,,1,,,,,,6,107,158,5.61,3.8,83.33,0,16.67,4,150,164
55053,Brooklyn,Brownsville,1,,3,,,,,,,,4,82,119,4.88,3.36,75,0,25,2,125,144
55054,Brooklyn,East New York,,,5,,,,,,,,5,33,52,15.15,9.62,100,0,0,2,48,53
55055,Brooklyn,Brownsville,2,1,5,,,,,1,,,9,322,425,2.8,2.12,55.56,11.11,33.33,18,526,604
55056,Brooklyn,Brownsville,,,1,,,,,,,,1,50,70,2,1.43,100,0,0,1,69,79
55057,Brooklyn,Brownsville,3,,13,,,,,1,,,17,351,495,4.84,3.43,76.47,5.88,17.65,10,507,571
55058,Brooklyn,Brownsville,1,,9,,,,,1,,,11,224,333,4.91,3.3,81.82,9.09,9.09,8,277,309
55059,Brooklyn,Brownsville,1,,17,,,,,1,,,19,284,396,6.69,4.8,89.47,5.26,5.26,15,464,517
55060,Brooklyn,Brownsville,,,1,,,,,,,,1,79,109,1.27,0.92,100,0,0,2,120,129
55062,Brooklyn,Brownsville,,,17,,,,,,,,17,219,288,7.76,5.9,100,0,0,11,275,324
55063,Brooklyn,Brownsville,,,5,,,,,,,,5,134,170,3.73,2.94,100,0,0,4,166,188
55064,Brooklyn,Brownsville,1,,10,,,,,2,,,13,343,471,3.79,2.76,76.92,15.38,7.69,12,489,561
55065,Brooklyn,Brownsville,1,,11,,,,,,,,12,300,416,4,2.88,91.67,0,8.33,4,419,453
55066,Brooklyn,Brownsville,,,14,,1,,,,,,15,231,334,6.49,4.49,93.33,0,6.67,16,522,589
55067,Brooklyn,Brownsville,1,,17,,,,,,,,18,269,390,6.69,4.62,94.44,0,5.56,7,431,477
55068,Brooklyn,Brownsville,,,9,,,,,1,,1,11,229,324,4.8,3.4,81.82,9.09,9.09,10,512,577
55069,Brooklyn,Brownsville,1,,9,,2,,,,,,12,323,442,3.72,2.71,75,0,25,6,413,456
55070,Brooklyn,Brownsville,3,,20,,1,,,,,,24,219,289,10.96,8.3,83.33,0,16.67,5,294,314
55071,Brooklyn,Brownsville,1,,13,,,,,2,,,16,221,287,7.24,5.57,81.25,12.5,6.25,6,291,315
55072,Brooklyn,Brownsville,2,,19,,,,,,,,21,220,309,9.55,6.8,90.48,0,9.52,24,577,635
55074,Brooklyn,Brownsville,,,10,,1,,,1,,,12,265,409,4.53,2.93,83.33,8.33,8.33,12,429,474
55075,Brooklyn,Brownsville,,,12,,,,,,,,12,267,403,4.49,2.98,100,0,0,5,406,440
55076,Brooklyn,Brownsville,1,,10,,,,,1,,,12,321,468,3.74,2.56,83.33,8.33,8.33,12,479,544
55077,Brooklyn,Brownsville,,,2,,,,,,,,2,64,79,3.13,2.53,100,0,0,2,74,80
55078,Brooklyn,Brownsville,1,,22,,,,,1,,,24,311,423,7.72,5.67,91.67,4.17,4.17,14,590,657
55079,Brooklyn,Ocean Hill,,,7,,,,,,,,7,225,358,3.11,1.96,100,0,0,3,379,445
55080,Brooklyn,Ocean Hill,4,,12,,,,,1,,,17,263,403,6.46,4.22,70.59,5.88,23.53,12,417,477
55081,Brooklyn,Crown Heights North,1,,11,,,,,,,,12,305,467,3.93,2.57,91.67,0,8.33,11,531,615
55082,Brooklyn,Crown Heights North,,,14,,,,,,,,14,278,477,5.04,2.94,100,0,0,13,469,543
55083,Brooklyn,Crown Heights North,3,,10,,1,,,,,,14,246,431,5.69,3.25,71.43,0,28.57,5,451,497
55084,Brooklyn,Crown Heights North,,,14,,,,,1,,1,16,366,568,4.37,2.82,87.5,6.25,6.25,18,557,643
55085,Brooklyn,Crown Heights North,1,,5,,,,,,,,6,292,498,2.05,1.2,83.33,0,16.67,28,708,824
55086,Brooklyn,Crown Heights North,2,,12,,,,,,,,14,292,451,4.79,3.1,85.71,0,14.29,4,267,282
55087,Brooklyn,Crown Heights South,3,,11,,,,,,,,14,204,356,6.86,3.93,78.57,0,21.43,19,650,740
55088,Brooklyn,Rugby-Remsen Village,,,14,,,,,,,1,15,360,530,4.17,2.83,93.33,0,6.67,12,533,595
55089,Brooklyn,Rugby-Remsen Village,3,,15,,,,,,,,18,280,481,6.43,3.74,83.33,0,16.67,13,636,698
55090,Brooklyn,Brownsville,2,,16,,1,,,1,,1,21,317,474,6.62,4.43,76.19,4.76,19.05,11,461,495
55091,Brooklyn,Brownsville,2,,11,1,,,,1,,,15,358,460,4.19,3.26,73.33,6.67,20,15,602,665
55092,Brooklyn,Brownsville,3,,20,,,,,,,,23,392,551,5.87,4.17,86.96,0,13.04,12,509,553
55093,Brooklyn,Brownsville,3,,16,,,,,2,,,21,351,511,5.98,4.11,76.19,9.52,14.29,15,513,590
55094,Brooklyn,Brownsville,1,,9,,,,,,,,10,320,480,3.13,2.08,90,0,10,6,475,528
55095,Brooklyn,Rugby-Remsen Village,1,,8,,,,,1,,,10,110,171,9.09,5.85,80,10,10,5,173,201
55096,Brooklyn,Brownsville,3,,5,,,,,,,,8,325,451,2.46,1.77,62.5,0,37.5,3,166,191
55097,Brooklyn,Brownsville,1,,7,,,,,,,,8,293,436,2.73,1.83,87.5,0,12.5,6,444,484
55099,Brooklyn,Brownsville,1,,18,,,,,1,,,20,351,555,5.7,3.6,90,5,5,10,531,591
55100,Brooklyn,Crown Heights North,1,,9,,,,1,,,,11,179,278,6.15,3.96,81.82,0,18.18,15,273,312
55101,Brooklyn,Crown Heights North,,,11,,,,,,,,11,220,341,5,3.23,100,0,0,7,337,370
55102,Brooklyn,Crown Heights North,1,,11,,1,,,1,,,14,272,459,5.15,3.05,78.57,7.14,14.29,8,448,496
55103,Brooklyn,Crown Heights North,,,12,,,,,1,,,13,328,519,3.96,2.5,92.31,7.69,0,8,685,757
55104,Brooklyn,Ocean Hill,1,,9,,,,,,,,10,227,377,4.41,2.65,90,0,10,12,724,830
55105,Brooklyn,Brownsville,,,6,,1,,,,,,7,190,278,3.68,2.52,85.71,0,14.29,0,0,0
55106,Brooklyn,Crown Heights North,,,14,,,,,2,,,16,333,564,4.8,2.84,87.5,12.5,0,0,0,0
55107,Brooklyn,Ocean Hill,3,1,14,,,,,1,,,19,371,591,5.12,3.21,73.68,5.26,21.05,0,0,0
55108,Brooklyn,Ocean Hill,,,6,,,,,1,,,7,284,389,2.46,1.8,85.71,14.29,0,16,373,418
55109,Brooklyn,Stuyvesant Heights,1,,2,,,1,,,,,4,197,298,2.03,1.34,50,0,50,0,0,0
55110,Brooklyn,Brownsville,1,,16,,1,,,1,,,19,227,352,8.37,5.4,84.21,5.26,10.53,0,0,0
56001,Brooklyn,Bedford,,,13,,,,,,,,13,236,359,5.51,3.62,100,0,0,12,459,503
56002,Brooklyn,Bedford,4,,26,,,,,3,,1,34,337,480,10.09,7.08,76.47,8.82,14.71,14,346,384
56003,Brooklyn,Bedford,1,,11,,,,,,,1,13,252,360,5.16,3.61,84.62,0,15.38,8,355,416
56004,Brooklyn,Bedford,5,,25,,,,,2,1,,33,266,385,12.41,8.57,75.76,6.06,18.18,9,372,421
56005,Brooklyn,Stuyvesant Heights,1,,12,,,,,,,,13,280,409,4.64,3.18,92.31,0,7.69,2,403,454
56006,Brooklyn,Bedford,3,,18,,,,,,,,21,316,486,6.65,4.32,85.71,0,14.29,7,419,473
56007,Brooklyn,Bedford,7,,25,,,,,,,,32,299,443,10.7,7.22,78.13,0,21.88,12,312,344
56008,Brooklyn,Stuyvesant Heights,5,,17,,,,,3,,,25,395,498,6.33,5.02,68,12,20,19,523,581
56009,Brooklyn,Stuyvesant Heights,4,,27,,,,,,,,31,346,489,8.96,6.34,87.1,0,12.9,7,514,575
56010,Brooklyn,Stuyvesant Heights,3,,23,,,,,3,,,29,371,496,7.82,5.85,79.31,10.34,10.34,17,561,627
56011,Brooklyn,Bedford,,1,9,,,,,,,,10,246,537,4.07,1.86,90,0,10,25,522,616
56012,Brooklyn,Bedford,3,,15,,,,,,,,18,221,466,8.14,3.86,83.33,0,16.67,21,656,765
56013,Brooklyn,Bedford,2,,23,,,,,2,,,27,290,511,9.31,5.28,85.19,7.41,7.41,11,476,552
56014,Brooklyn,Stuyvesant Heights,1,,10,,,,,1,,,12,255,517,4.71,2.32,83.33,8.33,8.33,26,676,822
56015,Brooklyn,Bedford,1,,15,,1,,,,,1,18,359,610,5.01,2.95,83.33,0,16.67,9,610,703
56016,Brooklyn,Stuyvesant Heights,5,,13,,,,,1,,,19,345,551,5.51,3.45,68.42,5.26,26.32,17,578,687
56017,Brooklyn,Stuyvesant Heights,3,,26,,1,,,2,,,32,289,502,11.07,6.37,81.25,6.25,12.5,13,475,541
56018,Brooklyn,Stuyvesant Heights,1,,13,,1,,,,,,15,325,490,4.62,3.06,86.67,0,13.33,17,631,719
56019,Brooklyn,Stuyvesant Heights,,,9,,1,,,2,,,12,278,518,4.32,2.32,75,16.67,8.33,13,592,669
56020,Brooklyn,Stuyvesant Heights,,,5,,,,,,,,5,205,307,2.44,1.63,100,0,0,7,288,332
56021,Brooklyn,Stuyvesant Heights,2,1,15,,,,,,,,18,296,469,6.08,3.84,83.33,0,16.67,12,452,518
56022,Brooklyn,Stuyvesant Heights,4,,6,,1,,,1,,,12,330,498,3.64,2.41,50,8.33,41.67,13,659,750
56023,Brooklyn,Stuyvesant Heights,,,15,,,,,1,,,16,377,557,4.24,2.87,93.75,6.25,0,11,550,629
56024,Brooklyn,Bedford,1,,18,,,,,1,,,20,381,610,5.25,3.28,90,5,5,11,571,659
56025,Brooklyn,Bedford,2,,21,,1,,,,,,24,391,609,6.14,3.94,87.5,0,12.5,20,577,655
56026,Brooklyn,Bedford,2,,7,,,,,,,,9,252,433,3.57,2.08,77.78,0,22.22,8,639,723
56027,Brooklyn,Bedford,1,,14,,,,,1,,1,17,289,530,5.88,3.21,82.35,5.88,11.76,5,528,580
56028,Brooklyn,Stuyvesant Heights,,,13,,,,,,,,13,360,573,3.61,2.27,100,0,0,18,551,680
56029,Brooklyn,Stuyvesant Heights,2,,15,,1,,,1,,2,21,331,487,6.34,4.31,71.43,4.76,23.81,4,427,483
56030,Brooklyn,Stuyvesant Heights,,,21,,,,,,,,21,400,546,5.25,3.85,100,0,0,8,582,636
56031,Brooklyn,Stuyvesant Heights,2,,8,,,,,1,,,11,303,459,3.63,2.4,72.73,9.09,18.18,10,442,510
56032,Brooklyn,Stuyvesant Heights,1,,11,,,,,,,,12,377,621,3.18,1.93,91.67,0,8.33,12,593,680
56033,Brooklyn,Stuyvesant Heights,1,,13,,,,,,,,14,380,542,3.68,2.58,92.86,0,7.14,17,585,694
56034,Brooklyn,Stuyvesant Heights,,,6,,,,,2,,,8,265,421,3.02,1.9,75,25,0,6,558,634
56035,Brooklyn,Stuyvesant Heights,2,,8,,2,,,,,,12,309,565,3.88,2.12,66.67,0,33.33,12,624,733
56036,Brooklyn,Bedford,2,,5,,,,,1,,,8,350,556,2.29,1.44,62.5,12.5,25,9,618,731
56037,Brooklyn,Bedford,,,14,,,,,,,2,16,370,554,4.32,2.89,87.5,0,12.5,7,658,766
56038,Brooklyn,Bedford,2,,9,,,,,,,,11,364,614,3.02,1.79,81.82,0,18.18,11,588,689
56039,Brooklyn,Bedford,,,10,,,,,,,,10,286,468,3.5,2.14,100,0,0,10,636,740
56040,Brooklyn,Stuyvesant Heights,3,,9,,,,,,,,12,375,585,3.2,2.05,75,0,25,12,631,731
56041,Brooklyn,Stuyvesant Heights,2,,10,,,,,,,,12,390,585,3.08,2.05,83.33,0,16.67,6,397,458
56042,Brooklyn,Stuyvesant Heights,1,,10,,,,,,,,11,375,601,2.93,1.83,90.91,0,9.09,8,637,752
56043,Brooklyn,Stuyvesant Heights,3,,6,,,,,1,,1,11,333,491,3.3,2.24,54.55,9.09,36.36,7,659,745
56044,Brooklyn,Stuyvesant Heights,1,,10,,,,,,,,11,257,456,4.28,2.41,90.91,0,9.09,12,534,627
56045,Brooklyn,Stuyvesant Heights,2,,5,,,,,1,,,8,315,519,2.54,1.54,62.5,12.5,25,11,528,593
56046,Brooklyn,Stuyvesant Heights,1,,5,,,,,,,,6,355,513,1.69,1.17,83.33,0,16.67,9,673,770
56047,Brooklyn,Crown Heights North,3,,10,,1,,,,,,14,320,527,4.38,2.66,71.43,0,28.57,8,685,781
56048,Brooklyn,Stuyvesant Heights,2,,13,,2,,,,,,17,379,577,4.49,2.95,76.47,0,23.53,14,708,842
56049,Brooklyn,Crown Heights North,2,,4,,,,,,,,6,393,571,1.53,1.05,66.67,0,33.33,10,698,806
56050,Brooklyn,Crown Heights North,1,,20,,1,,,2,,,24,360,525,6.67,4.57,83.33,8.33,8.33,7,633,699
56051,Brooklyn,Stuyvesant Heights,1,,10,,,,,,,,11,323,447,3.41,2.46,90.91,0,9.09,6,642,725
56052,Brooklyn,Stuyvesant Heights,,,10,,,,,,,,10,324,552,3.09,1.81,100,0,0,8,616,697
56053,Brooklyn,Bedford,1,,13,,,,,,,,14,312,585,4.49,2.39,92.86,0,7.14,12,540,639
56054,Brooklyn,Crown Heights North,2,1,14,,1,,,1,,,19,340,565,5.59,3.36,73.68,5.26,21.05,14,711,798
56055,Brooklyn,Crown Heights North,3,,13,,,,,,,,16,407,634,3.93,2.52,81.25,0,18.75,17,808,930
56056,Brooklyn,Crown Heights North,,,4,,,,,,,,4,147,230,2.72,1.74,100,0,0,0,240,261
56057,Brooklyn,Stuyvesant Heights,2,,8,,1,,,,,,11,418,613,2.63,1.79,72.73,0,27.27,4,502,563
56058,Brooklyn,Crown Heights North,1,,14,,,,,,,,15,309,523,4.85,2.87,93.33,0,6.67,11,711,810
56059,Brooklyn,Crown Heights North,4,,10,,,,,,,,14,310,501,4.52,2.79,71.43,0,28.57,5,486,612
56060,Brooklyn,Crown Heights North,1,,13,,,,,2,,,16,345,510,4.64,3.14,81.25,12.5,6.25,2,417,472
56061,Brooklyn,Stuyvesant Heights,,,16,,,,,,,,16,247,391,6.48,4.09,100,0,0,8,352,400
56062,Brooklyn,Crown Heights North,1,,26,,1,,,,,,28,255,417,10.98,6.71,92.86,0,7.14,17,492,670
56063,Brooklyn,Crown Heights North,1,,18,,,,,1,,,20,286,424,6.99,4.72,90,5,5,8,414,470
56064,Brooklyn,Crown Heights North,1,,12,,,,,2,,,15,366,502,4.1,2.99,80,13.33,6.67,3,489,529
56065,Brooklyn,Crown Heights North,3,,12,,,,,,,,15,260,467,5.77,3.21,80,0,20,14,418,495
56066,Brooklyn,Crown Heights North,1,,7,,,,,3,,,11,137,208,8.03,5.29,63.64,27.27,9.09,6,201,230
56067,Brooklyn,Crown Heights North,,,4,,,,,,,,4,138,250,2.9,1.6,100,0,0,16,227,266
56068,Brooklyn,Crown Heights North,1,,8,,,,,,,,9,236,378,3.81,2.38,88.89,0,11.11,13,635,727
56069,Brooklyn,Crown Heights North,1,,15,,,,,,,,16,304,480,5.26,3.33,93.75,0,6.25,7,553,690
56070,Brooklyn,Crown Heights North,2,,9,,,,,2,,,13,249,384,5.22,3.39,69.23,15.38,15.38,6,494,592
56071,Brooklyn,Crown Heights North,2,,22,,,,,1,,,25,386,560,6.48,4.46,88,4,8,10,427,474
56072,Brooklyn,Crown Heights North,,1,19,,,,,,,,20,394,603,5.08,3.32,95,0,5,15,767,858
56073,Brooklyn,Crown Heights North,3,,12,,1,,,1,,,17,290,565,5.86,3.01,70.59,5.88,23.53,4,285,340
56074,Brooklyn,Crown Heights North,1,,9,,,,,1,,,11,231,398,4.76,2.76,81.82,9.09,9.09,3,396,428
56075,Brooklyn,Crown Heights North,,,7,,,,,,,,7,126,263,5.56,2.66,100,0,0,7,264,297
56076,Brooklyn,Crown Heights North,,,11,,,,,1,,,12,191,313,6.28,3.83,91.67,8.33,0,11,284,332
56077,Brooklyn,Crown Heights North,2,,8,,,,,1,,,11,236,423,4.66,2.6,72.73,9.09,18.18,65,661,797
56078,Brooklyn,Crown Heights North,1,,12,,,,,1,,,14,319,524,4.39,2.67,85.71,7.14,7.14,35,468,585
56079,Brooklyn,Stuyvesant Heights,2,,13,,,,,2,,,17,326,611,5.21,2.78,76.47,11.76,11.76,12,691,788
56080,Brooklyn,Stuyvesant Heights,3,,11,,,,,,,,14,348,567,4.02,2.47,78.57,0,21.43,5,356,401
56081,Brooklyn,Crown Heights North,,,6,,,,,,,,6,207,285,2.9,2.11,100,0,0,0,0,0
56082,Brooklyn,Stuyvesant Heights,1,,11,,,,,,,,12,348,543,3.45,2.21,91.67,0,8.33,10,397,458
56083,Brooklyn,Crown Heights North,,,6,,,,,,,,6,267,370,2.25,1.62,100,0,0,5,367,412
56084,Brooklyn,Crown Heights North,1,,8,,,,,,,1,10,297,440,3.37,2.27,80,0,20,3,121,132
56085,Brooklyn,Bedford,3,,8,,1,,,2,,,14,295,625,4.75,2.24,57.14,14.29,28.57,0,0,0
56086,Brooklyn,Stuyvesant Heights,2,,5,,,,,,,,7,256,471,2.73,1.49,71.43,0,28.57,0,0,0
56087,Brooklyn,Bedford,1,,9,,1,,,,,,11,241,458,4.56,2.4,81.82,0,18.18,0,0,0
56088,Brooklyn,Bedford,2,,8,,,,,,,,10,347,585,2.88,1.71,80,0,20,0,0,0
56089,Brooklyn,Stuyvesant Heights,,,11,,,,,,,1,12,354,488,3.39,2.46,91.67,0,8.33,0,0,0
56090,Brooklyn,Stuyvesant Heights,,,13,,,,,,,,13,323,540,4.02,2.41,100,0,0,0,0,0
56091,Brooklyn,Crown Heights North,3,,6,,,,,,,,9,306,622,2.94,1.45,66.67,0,33.33,0,0,0
57001,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3,,13,,1,,,,,,17,287,409,5.92,4.16,76.47,0,23.53,17,387,447
57002,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2,,19,,,,,1,,,22,396,537,5.56,4.1,86.36,4.55,9.09,12,515,574
57003,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3,,14,,,,,,,,17,320,420,5.31,4.05,82.35,0,17.65,7,422,457
57004,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2,,5,,,,,,,,7,74,337,9.46,2.08,71.43,0,28.57,16,323,403
57005,Brooklyn,Clinton Hill,,,3,,,,,,,,3,87,121,3.45,2.48,100,0,0,8,110,126
57006,Brooklyn,Fort Greene,1,,13,,,,,,,,14,304,442,4.61,3.17,92.86,0,7.14,13,434,475
57007,Brooklyn,Fort Greene,2,,10,,,,,,,,12,223,334,5.38,3.59,83.33,0,16.67,25,498,567
57008,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3,,19,,,,,,,,22,289,490,7.61,4.49,86.36,0,13.64,33,646,775
57009,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3,,11,,,,,,,,14,272,652,5.15,2.15,78.57,0,21.43,29,632,793
57010,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,5,,10,1,2,,,1,,,19,483,840,3.93,2.26,52.63,5.26,42.11,28,693,852
57011,Brooklyn,Fort Greene,1,,12,,1,,,,,,14,414,542,3.38,2.58,85.71,0,14.29,26,482,643
57012,Brooklyn,Fort Greene,4,,27,,1,,,2,,,34,337,487,10.09,6.98,79.41,5.88,14.71,15,576,635
57013,Brooklyn,Fort Greene,2,,15,,,,,3,,,20,304,429,6.58,4.66,75,15,10,8,306,373
57014,Brooklyn,Fort Greene,2,,14,,,,,2,,,18,267,559,6.74,3.22,77.78,11.11,11.11,11,416,535
57015,Brooklyn,Fort Greene,3,,4,,,,,,,,7,347,600,2.02,1.17,57.14,0,42.86,8,572,709
57016,Brooklyn,Fort Greene,2,,8,,2,,,,,1,13,480,750,2.71,1.73,61.54,0,38.46,15,722,849
57017,Brooklyn,Clinton Hill,1,,9,,,,,,,,10,633,843,1.58,1.19,90,0,10,21,796,946
57018,Brooklyn,Clinton Hill,1,,5,,,,,,,,6,519,713,1.16,0.84,83.33,0,16.67,16,668,798
57019,Brooklyn,Clinton Hill,1,,8,,,1,,,,,10,53,141,18.87,7.09,80,0,20,29,110,193
57020,Brooklyn,Bedford,,,3,,,,,1,,,4,10,31,40,12.9,75,25,0,2,21,30
57021,Brooklyn,Bedford,2,,12,,1,,,2,,,17,252,574,6.75,2.96,70.59,11.76,17.65,24,654,795
57022,Brooklyn,Clinton Hill,2,,11,,,,,1,,1,15,221,516,6.79,2.91,73.33,6.67,20,44,558,708
57024,Brooklyn,Clinton Hill,1,,13,,,,,1,,,15,437,691,3.43,2.17,86.67,6.67,6.67,24,682,812
57025,Brooklyn,Fort Greene,4,,11,,,,,,,,15,355,766,4.23,1.96,73.33,0,26.67,20,718,894
57026,Brooklyn,Fort Greene,,,12,,,,,,,,12,445,743,2.7,1.62,100,0,0,18,727,913
57027,Brooklyn,Fort Greene,1,,6,,,,,1,,,8,321,587,2.49,1.36,75,12.5,12.5,6,583,703
57028,Brooklyn,Fort Greene,1,,4,,,1,,,,,6,314,518,1.91,1.16,66.67,0,33.33,14,502,598
57029,Brooklyn,Clinton Hill,2,,10,,,,,,,,12,454,664,2.64,1.81,83.33,0,16.67,11,610,726
57030,Brooklyn,Clinton Hill,,,4,,,,,,,,4,402,500,1,0.8,100,0,0,12,481,554
57031,Brooklyn,Clinton Hill,2,,9,,,,,,,,11,657,780,1.67,1.41,81.82,0,18.18,18,739,861
57032,Brooklyn,Bedford,1,,19,,,,,2,,,22,278,402,7.91,5.47,86.36,9.09,4.55,13,382,418
57033,Brooklyn,Bedford,1,,5,,,,,,,,6,228,295,2.63,2.03,83.33,0,16.67,4,291,310
57034,Brooklyn,Clinton Hill,,1,9,,,,,1,,,11,566,787,1.94,1.4,81.82,9.09,9.09,14,789,939
57035,Brooklyn,Clinton Hill,2,,7,,,,,,,,9,465,725,1.94,1.24,77.78,0,22.22,5,704,828
57036,Brooklyn,Bedford,,,6,,,,,2,,,8,320,690,2.5,1.16,75,25,0,10,747,869
57037,Brooklyn,Bedford,,,13,,,,,1,,,14,289,540,4.84,2.59,92.86,7.14,0,21,655,785
57038,Brooklyn,Clinton Hill,,,11,,,,,1,,,12,391,765,3.07,1.57,91.67,8.33,0,10,945,1082
57039,Brooklyn,Clinton Hill,4,,7,,2,,,,,,13,470,782,2.77,1.66,53.85,0,46.15,7,755,872
57040,Brooklyn,Clinton Hill,2,,12,,1,,,1,,,16,415,674,3.86,2.37,75,6.25,18.75,9,591,708
57041,Brooklyn,Clinton Hill,1,,6,,,,,,,,7,393,713,1.78,0.98,85.71,0,14.29,16,681,799
57042,Brooklyn,Fort Greene,2,,14,,1,1,,1,,1,20,389,613,5.14,3.26,70,5,25,11,592,756
57043,Brooklyn,Fort Greene,5,,10,,,,,2,,,17,464,836,3.66,2.03,58.82,11.76,29.41,19,710,862
57044,Brooklyn,Fort Greene,1,,5,,1,,,,,,7,449,667,1.56,1.05,71.43,0,28.57,24,674,829
57045,Brooklyn,Fort Greene,1,,12,,1,,,,,,14,413,604,3.39,2.32,85.71,0,14.29,18,540,605
57046,Brooklyn,Fort Greene,1,,8,,1,,,2,,,12,305,394,3.93,3.05,66.67,16.67,16.67,12,368,416
57047,Brooklyn,Prospect Heights,1,,6,,1,,,1,,,9,145,312,6.21,2.88,66.67,11.11,22.22,10,831,988
57048,Brooklyn,Clinton Hill,1,,12,,,,,1,,,14,398,730,3.52,1.92,85.71,7.14,7.14,10,707,837
57049,Brooklyn,Clinton Hill,1,,12,,,,,1,,,14,376,698,3.72,2.01,85.71,7.14,7.14,3,412,477
57050,Brooklyn,Clinton Hill,,,7,,,,,,,,7,301,579,2.33,1.21,100,0,0,21,782,893
57051,Brooklyn,Clinton Hill,1,,11,,,,,2,,,14,355,633,3.94,2.21,78.57,14.29,7.14,12,716,826
57052,Brooklyn,Bedford,2,,9,,,,,,,,11,246,446,4.47,2.47,81.82,0,18.18,6,595,671
57053,Brooklyn,Bedford,1,,14,,,,,1,,2,18,284,509,6.34,3.54,77.78,5.56,16.67,15,776,894
57054,Brooklyn,Clinton Hill,3,,9,1,1,,,1,,,15,364,693,4.12,2.16,60,6.67,33.33,6,475,546
57055,Brooklyn,Crown Heights North,1,,11,,,,,,,,12,279,571,4.3,2.1,91.67,0,8.33,17,758,874
57056,Brooklyn,Clinton Hill,,,13,,,,,,,,13,367,665,3.54,1.95,100,0,0,13,842,986
57057,Brooklyn,Crown Heights North,1,,12,,1,,,1,,,15,247,546,6.07,2.75,80,6.67,13.33,20,806,940
57058,Brooklyn,Crown Heights North,,,4,,,,,,,,4,259,542,1.54,0.74,100,0,0,7,540,607
57059,Brooklyn,Crown Heights North,,,13,,,,,,,,13,237,458,5.49,2.84,100,0,0,8,450,524
57060,Brooklyn,Prospect Heights,,,13,1,2,,,,,,16,291,568,5.5,2.82,81.25,0,18.75,11,545,656
57061,Brooklyn,Prospect Heights,7,,15,,2,,,4,,,28,465,791,6.02,3.54,53.57,14.29,32.14,22,494,620
57062,Brooklyn,Park Slope-Gowanus,1,,1,,,,,1,,,3,62,161,4.84,1.86,33.33,33.33,33.33,1,85,98
57063,Brooklyn,Park Slope-Gowanus,2,,11,,,,,,,,13,341,569,3.81,2.28,84.62,0,15.38,16,726,865
57064,Brooklyn,Crown Heights North,1,,13,,,,,1,,,15,345,726,4.35,2.07,86.67,6.67,6.67,11,673,760
57065,Brooklyn,Crown Heights North,2,,6,,,,,,,,8,199,565,4.02,1.42,75,0,25,12,1032,1248
57066,Brooklyn,Crown Heights North,3,,10,,1,,,,,,14,239,525,5.86,2.67,71.43,0,28.57,7,742,859
57067,Brooklyn,Crown Heights North,2,,8,,,,,,,,10,277,603,3.61,1.66,80,0,20,6,591,695
57068,Brooklyn,Crown Heights North,1,,15,1,,,,3,,,20,362,718,5.52,2.79,75,15,10,16,687,774
57069,Brooklyn,Crown Heights North,2,,10,,,,,1,,,13,429,787,3.03,1.65,76.92,7.69,15.38,5,814,919
57070,Brooklyn,Prospect Heights,1,,11,,,,,2,,,14,421,784,3.33,1.79,78.57,14.29,7.14,10,730,824
57071,Brooklyn,Prospect Heights,2,,4,,,,,,,,6,316,525,1.9,1.14,66.67,0,33.33,11,515,623
57072,Brooklyn,Crown Heights North,1,,17,,,,,1,,,19,357,716,5.32,2.65,89.47,5.26,5.26,18,771,1017
57073,Brooklyn,Prospect Heights,2,,9,,1,,,,,,12,301,491,3.99,2.44,75,0,25,5,328,380
57074,Brooklyn,Prospect Heights,1,,12,,1,,,1,,,15,416,717,3.61,2.09,80,6.67,13.33,9,706,824
57075,Brooklyn,Prospect Heights,4,,31,,1,,,1,,,37,483,783,7.66,4.73,83.78,2.7,13.51,6,745,848
57076,Brooklyn,Prospect Heights,6,,25,,1,,,2,,,34,452,689,7.52,4.93,73.53,5.88,20.59,8,659,759
57077,Brooklyn,Prospect Heights,2,,5,,,,,,,,7,219,337,3.2,2.08,71.43,0,28.57,9,310,373
57078,Brooklyn,Prospect Heights,4,,22,,1,1,,,,,28,439,634,6.38,4.42,78.57,0,21.43,22,595,735
57079,Brooklyn,Prospect Heights,1,,12,,,,,,,,13,242,498,5.37,2.61,92.31,0,7.69,10,687,782
57080,Brooklyn,Crown Heights North,2,,15,,,,,1,,,18,422,664,4.27,2.71,83.33,5.56,11.11,13,767,856
57081,Brooklyn,Crown Heights North,,,8,,,,,,,,8,287,595,2.79,1.34,100,0,0,8,734,881
57082,Brooklyn,Crown Heights North,1,,4,,,,,,,,5,163,289,3.07,1.73,80,0,20,12,286,323
