aded,trump,johnson,clinton,stein,total,winner
65016,142,27,690,11,968,clinton
65017,1,0,12,0,16,clinton
65018,25,2,351,5,410,clinton
65019,46,3,373,4,462,clinton
65020,52,3,346,3,424,clinton
65021,58,5,423,9,530,clinton
65022,136,7,470,9,686,clinton
65023,78,3,278,8,404,clinton
65024,65,3,359,7,465,clinton
65025,93,2,157,1,272,clinton
65026,70,0,207,2,291,clinton
65027,157,2,336,8,530,clinton
65028,58,3,218,5,301,clinton
65029,46,2,217,5,292,clinton
65030,107,7,342,9,494,clinton
65031,113,4,391,6,540,clinton
65032,75,12,498,11,645,clinton
65033,74,0,451,8,567,clinton
65034,56,5,332,6,421,clinton
65035,61,6,378,3,496,clinton
65036,34,2,339,1,392,clinton
65037,54,2,415,7,501,clinton
65038,48,4,413,10,507,clinton
65039,62,2,274,2,351,clinton
65040,26,4,377,9,444,clinton
65041,65,3,347,8,457,clinton
65042,49,3,274,2,359,clinton
65043,64,1,533,14,664,clinton
65044,121,9,492,10,667,clinton
65045,126,3,478,9,662,clinton
65046,101,6,327,5,466,clinton
65047,79,7,332,3,451,clinton
65048,120,10,401,9,582,clinton
65049,68,5,490,10,608,clinton
65050,50,1,444,8,539,clinton
65051,131,9,367,8,573,clinton
65052,92,4,313,3,445,clinton
65053,77,5,390,5,524,clinton
65054,79,5,320,10,445,clinton
65055,85,8,386,7,524,clinton
65056,57,1,477,11,575,clinton
65057,42,2,336,3,409,clinton
65058,52,13,421,8,539,clinton
65059,42,6,470,9,579,clinton
65060,52,3,353,2,444,clinton
65061,45,4,449,7,541,clinton
65062,50,2,341,8,433,clinton
65063,67,6,398,6,508,clinton
65064,74,7,420,10,555,clinton
65065,29,3,212,5,274,clinton
65066,22,4,292,5,378,clinton
65067,6,0,92,1,109,clinton
65068,90,13,538,9,718,clinton
65069,38,9,363,7,477,clinton
65070,12,8,117,2,155,clinton
65071,64,11,491,14,638,clinton
65072,73,9,485,11,651,clinton
65073,40,17,600,8,706,clinton
65074,48,7,566,11,680,clinton
65075,27,5,474,11,576,clinton
65076,42,11,574,13,708,clinton
65077,60,13,613,18,778,clinton
65078,31,4,342,19,445,clinton
65079,40,13,610,13,759,clinton
65080,25,5,523,16,629,clinton
65081,35,5,512,11,613,clinton
65082,0,0,2,1,6,clinton
65083,16,4,263,6,315,clinton
65084,0,0,0,0,0,null
65085,82,18,460,2,624,clinton
65086,56,18,294,3,413,clinton
65087,60,17,482,6,635,clinton
65088,96,16,598,11,798,clinton
65089,64,24,402,1,532,clinton
65090,72,16,357,4,496,clinton
65091,61,15,457,7,614,clinton
65092,39,5,236,2,333,clinton
65093,57,16,397,2,541,clinton
65094,0,0,0,0,0,null
65095,0,0,0,0,0,null
65096,0,0,0,0,0,null
65097,0,0,0,0,0,null
65098,0,0,0,0,0,null
66001,157,26,816,9,1138,clinton
66002,76,15,439,8,675,clinton
66003,117,25,764,4,1031,clinton
66004,76,25,636,5,853,clinton
66005,87,20,634,9,853,clinton
66006,75,26,822,7,1076,clinton
66007,118,26,741,10,997,clinton
66008,87,10,796,12,1011,clinton
66009,67,19,767,5,985,clinton
66010,44,19,788,6,989,clinton
66011,100,8,636,19,846,clinton
66012,65,17,551,8,720,clinton
66013,46,9,582,8,747,clinton
66014,14,5,322,7,400,clinton
66015,37,8,411,6,530,clinton
66016,3,0,17,0,26,clinton
66017,0,0,11,0,14,clinton
66018,65,6,712,14,912,clinton
66019,53,10,696,9,891,clinton
66020,24,10,474,5,592,clinton
66021,39,5,508,6,637,clinton
66022,86,21,792,10,1015,clinton
66023,17,2,405,13,503,clinton
66024,24,16,463,5,589,clinton
66025,14,6,296,5,360,clinton
66026,27,4,304,5,391,clinton
66027,33,10,550,16,685,clinton
66028,86,16,752,17,975,clinton
66029,59,21,731,26,938,clinton
66030,34,7,629,23,785,clinton
66031,72,5,678,17,858,clinton
66032,44,8,626,18,786,clinton
66033,28,5,343,12,431,clinton
66034,35,14,659,23,811,clinton
66035,36,7,617,16,732,clinton
66036,60,16,803,19,991,clinton
66037,34,8,554,16,691,clinton
66038,27,6,392,9,474,clinton
66039,51,14,554,8,688,clinton
66040,0,0,0,0,0,null
66041,75,13,647,11,851,clinton
66042,18,1,155,4,216,clinton
66043,48,12,721,15,869,clinton
66044,75,19,839,17,1083,clinton
66045,61,12,846,29,1054,clinton
66046,58,12,563,19,742,clinton
66047,37,4,516,9,633,clinton
66048,83,16,785,7,998,clinton
66049,63,8,634,8,792,clinton
66050,31,2,426,3,508,clinton
66051,74,15,921,4,1115,clinton
66052,38,3,572,3,676,clinton
66053,73,13,665,5,838,clinton
66054,44,13,637,9,789,clinton
66055,43,4,534,8,649,clinton
66056,24,9,471,11,563,clinton
66057,68,21,601,6,782,clinton
66058,24,6,344,4,435,clinton
66059,30,9,617,7,736,clinton
66060,39,6,642,11,778,clinton
66061,67,10,652,9,826,clinton
66062,33,7,368,7,459,clinton
66063,39,11,622,8,762,clinton
66064,70,17,744,14,940,clinton
66065,87,15,754,5,954,clinton
66066,70,23,827,24,1095,clinton
66067,77,10,628,8,804,clinton
66068,51,12,576,9,729,clinton
66069,71,12,580,8,767,clinton
66070,20,5,153,1,211,clinton
66071,47,13,588,10,744,clinton
66072,62,13,578,12,774,clinton
66073,44,18,611,12,773,clinton
66074,38,10,536,10,669,clinton
66075,59,14,628,3,785,clinton
66076,43,12,761,17,943,clinton
66077,72,15,719,6,932,clinton
66078,49,14,651,11,815,clinton
66079,52,11,771,11,937,clinton
66080,42,11,773,21,938,clinton
66081,45,18,703,10,862,clinton
66082,57,8,535,6,700,clinton
66083,47,12,548,10,691,clinton
66084,57,15,766,16,957,clinton
66085,67,17,735,15,943,clinton
66086,72,12,651,11,837,clinton
66087,56,8,711,9,857,clinton
66088,49,3,449,5,567,clinton
66089,42,11,537,9,686,clinton
66090,47,7,360,3,456,clinton
66091,95,25,353,1,522,clinton
66092,0,0,0,0,0,null
66093,0,0,0,0,0,null
66094,0,0,0,0,0,null
66095,0,0,0,0,0,null
67001,41,3,553,6,675,clinton
67002,125,21,1100,26,1402,clinton
67003,125,24,817,16,1078,clinton
67004,45,4,490,5,586,clinton
67005,46,10,622,11,764,clinton
67006,95,16,786,17,989,clinton
67007,58,5,294,4,377,clinton
67008,63,10,568,11,738,clinton
67009,83,10,457,5,634,clinton
67010,85,12,747,15,950,clinton
67011,48,9,303,7,425,clinton
67012,47,11,247,4,360,clinton
67013,101,20,877,7,1108,clinton
67014,72,17,645,10,815,clinton
67015,75,12,615,9,800,clinton
67016,96,9,487,8,679,clinton
67017,91,14,526,6,717,clinton
67018,77,6,604,11,776,clinton
67019,79,12,554,16,709,clinton
67020,45,11,355,3,448,clinton
67021,123,23,741,8,1002,clinton
67022,99,15,684,6,921,clinton
67023,116,12,582,9,813,clinton
67024,84,3,492,9,653,clinton
67025,13,3,387,4,432,clinton
67026,41,4,499,15,590,clinton
67027,50,0,507,10,604,clinton
67028,98,18,678,8,895,clinton
67029,92,11,577,6,758,clinton
67030,85,10,352,3,497,clinton
67031,76,8,568,9,737,clinton
67032,93,15,671,7,884,clinton
67033,77,9,520,5,689,clinton
67034,56,15,368,4,630,clinton
67035,85,7,564,5,752,clinton
67036,39,5,372,6,487,clinton
67037,85,15,556,7,736,clinton
67038,60,14,388,2,529,clinton
67039,54,6,392,5,507,clinton
67040,75,5,411,4,545,clinton
67041,53,9,612,5,776,clinton
67042,91,18,828,11,1023,clinton
67043,89,7,776,8,958,clinton
67044,55,6,394,2,485,clinton
67045,171,15,622,8,906,clinton
67046,82,7,643,4,810,clinton
67047,131,17,474,2,694,clinton
67048,105,12,774,10,986,clinton
67049,70,3,448,5,606,clinton
67050,95,14,682,7,882,clinton
67051,46,2,201,2,279,clinton
67052,66,13,610,6,781,clinton
67053,60,9,563,4,720,clinton
67054,13,0,51,0,72,clinton
67055,87,18,747,10,962,clinton
67056,65,13,523,11,678,clinton
67057,77,13,597,3,762,clinton
67058,42,12,382,4,494,clinton
67059,39,4,541,4,634,clinton
67060,79,12,540,7,723,clinton
67061,84,8,578,9,761,clinton
67062,48,9,492,6,636,clinton
67063,35,4,478,8,590,clinton
67064,42,9,550,9,689,clinton
67065,60,6,540,5,686,clinton
67066,61,5,577,6,741,clinton
67067,68,16,757,10,969,clinton
67068,72,20,721,14,926,clinton
67069,61,17,850,8,1054,clinton
67070,37,6,442,6,555,clinton
67071,39,9,508,5,641,clinton
67072,63,15,729,8,921,clinton
67073,43,7,593,9,734,clinton
67074,75,16,691,6,881,clinton
67075,52,11,540,12,677,clinton
67076,61,15,660,10,877,clinton
67077,63,17,705,9,871,clinton
67078,61,6,594,9,744,clinton
67079,55,4,440,8,571,clinton
67080,59,15,712,8,891,clinton
67081,55,9,514,3,645,clinton
67082,64,12,645,8,805,clinton
67083,73,4,771,10,955,clinton
67084,56,7,463,7,609,clinton
67085,61,9,777,13,959,clinton
67086,47,11,756,12,913,clinton
67087,58,14,702,7,868,clinton
67088,95,9,864,10,1103,clinton
67089,96,14,797,7,1055,clinton
67090,58,9,615,7,784,clinton
67091,48,9,556,8,696,clinton
67092,62,10,688,5,852,clinton
67093,32,7,497,12,609,clinton
67094,50,12,656,5,815,clinton
67095,61,8,459,10,609,clinton
67096,49,13,424,6,538,clinton
67097,41,5,498,2,634,clinton
67098,60,13,563,7,728,clinton
67099,29,10,479,10,588,clinton
67100,1,0,3,0,5,clinton
67101,18,3,101,0,148,clinton
67102,0,0,0,0,0,null
67103,0,0,0,0,0,null
67104,0,0,0,0,0,null
68001,68,7,500,5,622,clinton
68002,51,2,432,10,530,clinton
68003,62,15,530,8,689,clinton
68004,132,24,894,6,1167,clinton
68005,38,16,382,6,490,clinton
68006,28,8,335,3,429,clinton
68007,48,8,296,5,409,clinton
68008,114,16,477,1,697,clinton
68009,59,14,457,4,633,clinton
68010,70,18,403,2,564,clinton
68011,116,24,658,7,911,clinton
68012,64,16,466,3,614,clinton
68013,21,5,220,4,276,clinton
68014,49,11,491,17,612,clinton
68015,106,21,753,10,975,clinton
68016,23,0,323,5,376,clinton
68017,10,6,286,1,335,clinton
68018,17,1,339,7,399,clinton
68019,46,7,644,15,779,clinton
68020,14,7,170,1,211,clinton
68021,18,2,488,10,564,clinton
68022,31,2,390,10,460,clinton
68023,25,6,627,12,723,clinton
68024,14,3,294,2,348,clinton
68025,17,2,328,1,368,clinton
68026,33,3,378,2,438,clinton
68027,37,7,424,6,528,clinton
68028,7,2,349,1,385,clinton
68029,14,1,152,0,175,clinton
68030,33,7,480,5,611,clinton
68031,15,4,501,7,561,clinton
68032,22,2,556,3,618,clinton
68033,35,5,622,16,745,clinton
68034,15,8,554,7,653,clinton
68035,18,1,370,4,423,clinton
68036,15,3,583,5,636,clinton
68037,40,3,558,9,627,clinton
68038,29,2,334,7,405,clinton
68039,34,3,462,10,557,clinton
68040,60,0,380,4,471,clinton
68041,50,4,636,10,736,clinton
68042,29,1,337,2,384,clinton
68043,35,3,480,14,577,clinton
68044,22,3,382,2,434,clinton
68045,13,3,300,5,351,clinton
68046,32,1,485,8,575,clinton
68047,21,0,369,5,433,clinton
68048,26,0,428,4,494,clinton
68049,16,1,479,7,537,clinton
68050,18,2,413,4,485,clinton
68051,34,0,368,4,438,clinton
68052,25,4,385,6,438,clinton
68053,17,1,335,7,384,clinton
68054,42,5,643,8,756,clinton
68055,22,4,406,9,473,clinton
68056,18,4,410,3,467,clinton
68057,25,1,637,16,741,clinton
68058,17,0,433,6,491,clinton
68059,21,5,571,3,644,clinton
68060,18,1,535,9,611,clinton
68061,9,2,441,3,486,clinton
68062,22,2,484,5,560,clinton
68063,26,2,643,6,723,clinton
68064,13,3,289,4,331,clinton
68065,21,3,328,5,384,clinton
68066,18,0,548,3,606,clinton
68067,11,2,281,4,312,clinton
68068,21,2,376,5,430,clinton
68069,23,6,404,2,457,clinton
68070,17,0,335,4,386,clinton
68071,31,7,532,13,632,clinton
68072,24,7,475,13,578,clinton
68073,30,1,409,10,485,clinton
68074,31,2,474,11,550,clinton
68075,31,7,405,5,490,clinton
68076,35,2,444,13,534,clinton
68077,22,3,301,12,365,clinton
68078,28,6,466,21,555,clinton
68079,32,10,632,14,753,clinton
68080,51,8,654,10,773,clinton
68081,3,1,122,1,137,clinton
68082,17,3,606,7,686,clinton
68083,21,2,479,8,563,clinton
68084,27,4,668,6,777,clinton
68085,11,1,535,3,598,clinton
68086,11,3,292,7,345,clinton
68087,38,11,629,19,753,clinton
68088,13,0,311,2,348,clinton
68089,28,1,489,10,570,clinton
68090,24,2,510,7,584,clinton
68091,14,0,343,4,379,clinton
68092,15,2,464,5,520,clinton
68093,21,2,515,7,576,clinton
68094,10,0,49,1,92,clinton
68095,0,0,0,0,0,null
68096,10,0,196,2,218,clinton
68097,18,3,517,1,591,clinton
68098,23,1,288,3,378,clinton
68099,0,0,0,0,0,null
68100,0,0,0,0,0,null
68101,0,0,0,0,0,null
68102,0,0,0,0,0,null
68103,0,0,0,0,0,null
68104,0,0,0,0,0,null
68105,0,0,0,0,0,null
68106,0,0,0,0,0,null
68107,0,0,0,0,0,null
69001,37,18,447,3,560,clinton
69002,35,9,394,8,501,clinton
69003,52,10,674,13,811,clinton
69004,44,17,591,7,737,clinton
69005,43,8,509,11,652,clinton
69006,64,15,723,6,899,clinton
69007,48,13,579,14,740,clinton
69008,8,1,182,1,205,clinton
69009,67,12,627,11,826,clinton
69010,61,17,699,8,862,clinton
69011,82,12,672,3,864,clinton
69012,57,17,787,6,955,clinton
69013,41,11,478,8,605,clinton
69014,45,2,374,7,493,clinton
69015,44,10,614,13,752,clinton
69016,59,14,544,5,677,clinton
69017,31,6,458,8,568,clinton
69018,47,9,663,16,814,clinton
69019,21,4,407,7,484,clinton
69020,66,10,663,7,831,clinton
69021,53,8,684,19,836,clinton
69022,48,8,669,8,855,clinton
69023,42,13,447,7,558,clinton
69024,46,11,568,11,714,clinton
69025,65,19,723,10,934,clinton
69026,30,7,586,6,713,clinton
69027,33,6,343,7,437,clinton
69028,19,1,291,5,348,clinton
69029,54,7,711,3,864,clinton
69030,44,8,556,8,680,clinton
69031,53,10,528,13,672,clinton
69032,48,10,616,16,748,clinton
69033,63,6,713,12,877,clinton
69034,73,9,692,11,871,clinton
69035,34,9,309,5,473,clinton
69036,7,0,99,1,121,clinton
69037,26,4,349,6,478,clinton
69038,38,8,520,2,631,clinton
69039,47,3,609,9,729,clinton
69040,50,4,604,3,736,clinton
69041,42,8,672,13,823,clinton
69042,57,4,501,11,620,clinton
69043,57,11,688,10,847,clinton
69044,50,3,612,9,751,clinton
69045,92,12,706,13,964,clinton
69046,63,10,772,8,951,clinton
69047,66,9,755,16,938,clinton
69048,30,6,565,4,661,clinton
69049,35,4,571,14,703,clinton
69050,32,9,569,7,684,clinton
69051,32,8,510,7,617,clinton
69052,28,7,543,13,634,clinton
69053,25,1,357,7,398,clinton
69054,43,4,537,8,643,clinton
69055,42,5,571,6,678,clinton
69056,14,2,345,5,392,clinton
69057,39,4,717,7,809,clinton
69058,19,8,460,11,548,clinton
69059,17,2,289,6,348,clinton
69060,43,11,627,15,767,clinton
69061,32,8,576,12,707,clinton
69062,36,8,571,9,684,clinton
69063,40,8,795,11,944,clinton
69064,34,4,540,13,659,clinton
69065,37,8,479,8,608,clinton
69066,18,2,250,5,304,clinton
69067,27,5,478,11,569,clinton
69068,30,1,426,8,508,clinton
69069,40,10,689,15,821,clinton
69070,18,1,297,3,350,clinton
69071,25,9,295,3,365,clinton
69072,53,11,802,20,981,clinton
69073,47,10,696,12,845,clinton
69074,36,4,511,11,604,clinton
69075,28,6,558,16,666,clinton
69076,30,2,534,5,620,clinton
69077,33,4,600,15,722,clinton
69078,25,7,554,9,665,clinton
69079,28,2,465,13,558,clinton
69080,31,4,517,19,604,clinton
69081,46,7,628,10,741,clinton
69082,17,4,350,9,411,clinton
69083,39,3,734,14,848,clinton
69084,28,5,512,8,605,clinton
69085,10,8,344,3,409,clinton
69086,44,2,716,10,867,clinton
69087,42,7,565,17,692,clinton
69088,2,3,132,7,157,clinton
69089,11,0,480,1,507,clinton
69090,45,14,681,20,853,clinton
69091,26,7,530,16,699,clinton
69092,22,8,596,17,754,clinton
69093,35,13,768,19,952,clinton
69094,14,11,505,13,611,clinton
69095,40,5,708,11,901,clinton
69096,0,0,46,2,55,clinton
69097,14,3,535,20,633,clinton
69098,27,10,567,23,687,clinton
69099,46,9,623,20,767,clinton
69100,35,5,785,12,890,clinton
69101,24,2,669,11,753,clinton
69102,20,4,492,6,553,clinton
69103,0,0,0,0,0,null
69104,0,0,0,0,0,null
69105,0,0,0,0,0,null
69106,0,0,0,0,0,null
69107,0,0,0,0,0,null
70001,23,7,731,14,838,clinton
70002,14,2,410,8,467,clinton
70003,22,3,704,19,789,clinton
70004,9,4,687,17,772,clinton
70005,35,7,741,14,884,clinton
70006,22,5,468,6,540,clinton
70007,18,4,571,9,656,clinton
70008,17,5,578,9,674,clinton
70009,18,3,690,13,783,clinton
70010,30,2,734,8,855,clinton
70011,16,4,593,12,673,clinton
70012,14,8,594,14,678,clinton
70013,10,1,445,6,488,clinton
70014,14,4,523,9,592,clinton
70015,11,0,429,11,488,clinton
70016,17,3,682,19,787,clinton
70017,4,7,359,7,418,clinton
70018,13,1,369,8,422,clinton
70019,15,7,738,17,835,clinton
70020,13,1,546,10,606,clinton
70021,15,2,606,9,689,clinton
70022,16,4,611,13,699,clinton
70023,12,2,652,13,754,clinton
70024,7,2,309,8,370,clinton
70025,15,1,597,7,673,clinton
70026,23,8,777,15,915,clinton
70027,20,2,506,17,598,clinton
70028,16,2,633,10,730,clinton
70029,25,4,698,10,807,clinton
70030,14,5,733,7,813,clinton
70031,10,4,452,10,490,clinton
70032,5,4,398,5,433,clinton
70033,10,2,603,5,686,clinton
70034,17,2,591,12,679,clinton
70035,8,2,529,10,599,clinton
70036,11,3,622,6,704,clinton
70037,14,2,617,11,677,clinton
70038,9,3,389,2,438,clinton
70039,11,3,348,5,386,clinton
70040,9,2,721,14,804,clinton
70041,14,5,677,7,748,clinton
70042,9,2,491,10,564,clinton
70043,12,7,744,16,836,clinton
70044,16,7,640,23,751,clinton
70045,18,4,570,11,656,clinton
70046,9,0,665,12,721,clinton
70047,9,0,456,13,509,clinton
70048,22,4,733,5,862,clinton
70049,16,6,642,16,747,clinton
70050,14,6,638,16,748,clinton
70051,13,4,346,5,402,clinton
70052,10,4,557,13,651,clinton
70053,20,1,725,9,809,clinton
70054,8,3,629,7,682,clinton
70055,10,0,491,3,558,clinton
70056,5,0,385,3,429,clinton
70057,5,2,435,8,496,clinton
70058,10,1,518,8,622,clinton
70059,12,0,394,3,475,clinton
70060,16,0,585,6,673,clinton
70061,13,1,616,3,689,clinton
70062,20,6,663,13,761,clinton
70063,20,3,594,14,686,clinton
70064,1,0,39,1,46,clinton
70065,15,11,650,27,812,clinton
70066,16,3,418,11,490,clinton
70067,34,8,673,21,809,clinton
70068,31,4,534,16,643,clinton
70069,12,1,279,5,320,clinton
70070,10,0,193,5,223,clinton
70071,24,5,598,9,687,clinton
70072,27,2,552,4,633,clinton
70073,20,5,551,7,624,clinton
70074,18,6,801,22,922,clinton
70075,14,7,729,23,846,clinton
70076,17,2,531,5,597,clinton
70077,11,6,375,3,416,clinton
70078,11,1,383,5,432,clinton
70079,20,6,683,11,789,clinton
70080,23,4,582,14,674,clinton
70081,46,6,503,11,613,clinton
70082,36,3,444,9,536,clinton
70083,30,7,337,7,419,clinton
70084,22,5,455,9,517,clinton
70085,29,6,645,7,724,clinton
70086,30,1,535,11,617,clinton
70087,32,2,633,18,740,clinton
70088,17,6,408,8,467,clinton
70089,8,4,504,10,571,clinton
70090,5,1,192,4,227,clinton
70091,23,4,539,8,620,clinton
70092,16,6,444,13,529,clinton
70093,11,4,404,8,457,clinton
70094,0,0,0,0,0,null
70095,0,0,0,0,0,null
70096,0,0,0,0,0,null
70097,0,0,0,0,0,null
71001,30,7,503,3,576,clinton
71002,26,5,479,14,562,clinton
71003,29,6,674,7,775,clinton
71004,22,1,390,4,464,clinton
71005,20,4,641,13,753,clinton
71006,23,3,558,13,653,clinton
71007,13,0,445,6,484,clinton
71008,13,4,445,6,522,clinton
71009,21,8,712,21,822,clinton
71010,82,7,500,8,660,clinton
71011,23,0,738,18,862,clinton
71012,38,5,790,18,930,clinton
71013,24,1,470,8,553,clinton
71014,20,2,622,12,724,clinton
71015,5,7,490,6,560,clinton
71016,7,4,459,4,515,clinton
71017,6,1,451,6,508,clinton
71018,7,4,723,4,775,clinton
71019,13,2,729,14,805,clinton
71020,6,1,741,13,832,clinton
71021,24,7,711,15,875,clinton
71022,19,0,364,6,464,clinton
71023,7,5,692,9,773,clinton
71024,27,7,775,21,934,clinton
71025,21,0,430,5,534,clinton
71026,25,6,695,12,775,clinton
71027,9,2,315,4,377,clinton
71028,15,1,407,10,461,clinton
71029,12,4,444,7,509,clinton
71030,12,5,528,12,602,clinton
71031,24,3,639,18,740,clinton
71032,13,8,680,10,775,clinton
71033,31,5,591,15,708,clinton
71034,9,4,436,4,507,clinton
71035,13,4,439,15,523,clinton
71036,16,6,478,7,534,clinton
71037,28,3,636,8,730,clinton
71038,15,7,601,13,686,clinton
71039,32,3,491,5,573,clinton
71040,38,6,556,18,655,clinton
71041,33,1,677,10,780,clinton
71042,17,4,540,11,607,clinton
71043,27,6,620,10,684,clinton
71044,14,2,435,6,507,clinton
71045,27,3,459,6,541,clinton
71046,40,7,563,21,669,clinton
71047,28,4,492,6,574,clinton
71048,27,6,480,4,561,clinton
71049,37,2,563,6,663,clinton
71050,34,4,611,16,727,clinton
71051,9,2,156,2,179,clinton
71052,22,5,559,6,627,clinton
71053,35,3,455,7,526,clinton
71054,26,2,494,17,568,clinton
71055,22,5,365,7,447,clinton
71056,18,0,339,1,378,clinton
71057,46,2,401,5,476,clinton
71058,27,1,489,6,558,clinton
71059,34,5,388,7,467,clinton
71060,34,1,464,11,544,clinton
71061,30,6,416,6,512,clinton
71062,30,9,373,6,452,clinton
71063,53,4,574,14,698,clinton
71064,39,6,539,15,658,clinton
71065,58,6,617,12,748,clinton
71066,33,4,535,15,625,clinton
71067,31,2,459,9,532,clinton
71068,12,3,491,9,566,clinton
71069,47,8,543,12,655,clinton
71070,47,4,638,11,751,clinton
71071,8,1,302,7,351,clinton
71072,41,2,553,15,648,clinton
71073,54,6,613,13,752,clinton
71074,61,1,688,16,818,clinton
71075,35,4,475,12,567,clinton
71076,46,7,560,13,675,clinton
71077,44,7,613,18,741,clinton
71078,43,6,605,8,734,clinton
71079,48,10,615,18,757,clinton
71080,35,0,382,11,455,clinton
71081,66,8,503,22,665,clinton
71082,124,8,454,10,664,clinton
71083,78,10,796,23,989,clinton
71084,34,5,388,9,469,clinton
71085,48,0,468,8,580,clinton
71086,4,0,48,5,62,clinton
71087,16,4,559,10,626,clinton
71088,12,2,365,3,411,clinton
71089,22,2,612,9,704,clinton
71090,10,4,609,5,677,clinton
71091,9,0,328,0,358,clinton
71092,21,5,515,9,600,clinton
71093,6,2,310,7,357,clinton
71094,0,0,0,0,0,null
71095,0,0,0,0,0,null
71096,0,0,0,0,0,null
72001,19,1,372,15,441,clinton
72002,37,5,710,5,802,clinton
72003,29,5,551,12,632,clinton
72004,30,3,597,8,689,clinton
72005,28,1,598,16,682,clinton
72006,36,5,579,8,661,clinton
72007,25,3,574,8,637,clinton
72008,22,4,382,5,459,clinton
72009,16,3,565,9,619,clinton
72010,40,5,502,4,591,clinton
72011,44,5,567,7,656,clinton
72012,21,5,445,6,499,clinton
72013,38,1,564,9,642,clinton
72014,4,0,228,0,239,clinton
72015,44,4,679,3,770,clinton
72016,28,3,414,2,486,clinton
72017,36,1,525,7,613,clinton
72018,124,14,535,20,755,clinton
72019,71,9,411,5,535,clinton
72020,51,4,593,10,686,clinton
72021,52,7,537,2,623,clinton
72022,49,6,488,6,590,clinton
72023,63,1,357,5,468,clinton
72024,35,1,434,4,496,clinton
72025,38,4,538,14,631,clinton
72026,52,8,555,19,672,clinton
72027,18,2,404,5,447,clinton
72028,49,5,644,14,770,clinton
72029,58,1,503,13,621,clinton
72030,40,6,558,3,647,clinton
72031,40,1,584,7,660,clinton
72032,101,4,474,15,622,clinton
72033,29,4,411,4,498,clinton
72034,32,2,596,6,678,clinton
72035,39,1,624,9,699,clinton
72036,78,4,471,10,607,clinton
72037,70,8,315,11,445,clinton
72038,52,4,551,17,694,clinton
72039,52,5,685,17,800,clinton
72040,65,6,788,17,950,clinton
72041,58,14,630,13,764,clinton
72042,33,7,546,19,642,clinton
72043,31,5,639,17,740,clinton
72044,32,4,486,7,563,clinton
72045,25,2,454,9,519,clinton
72046,46,4,599,12,713,clinton
72047,23,4,504,11,576,clinton
72048,17,4,531,6,585,clinton
72049,36,2,491,7,570,clinton
72050,21,2,409,5,464,clinton
72051,22,0,492,4,545,clinton
72052,39,6,538,5,616,clinton
72053,43,5,610,9,700,clinton
72054,33,1,657,11,734,clinton
72055,33,0,535,4,621,clinton
72056,43,2,532,4,613,clinton
72057,54,5,573,11,701,clinton
72058,39,8,642,21,757,clinton
72059,44,6,535,18,654,clinton
72060,28,1,380,16,457,clinton
72061,46,4,459,5,544,clinton
72062,27,1,450,8,509,clinton
72063,37,4,562,6,649,clinton
72064,66,12,759,22,931,clinton
72065,25,2,420,6,475,clinton
72066,72,10,716,24,885,clinton
72067,75,2,612,22,769,clinton
72068,45,10,741,16,908,clinton
72069,48,4,490,16,613,clinton
72070,30,10,453,8,542,clinton
72071,39,1,604,6,706,clinton
72072,18,1,550,5,600,clinton
72073,21,1,401,11,458,clinton
72074,51,4,625,7,760,clinton
72075,52,6,645,14,782,clinton
72076,34,5,497,6,571,clinton
72077,22,3,492,1,561,clinton
72078,22,2,390,6,445,clinton
72079,22,2,452,5,502,clinton
72080,0,0,0,0,0,null
72081,0,0,0,0,0,null
72082,0,0,0,0,0,null
72083,0,0,0,0,0,null
72084,0,0,0,0,0,null
72085,0,0,0,0,0,null
73001,98,17,653,6,853,clinton
73002,137,21,487,9,735,clinton
73003,96,9,568,4,759,clinton
73004,79,10,344,0,494,clinton
73005,127,24,627,8,902,clinton
73006,73,11,467,7,626,clinton
73007,138,17,562,7,827,clinton
73008,9,2,31,1,57,clinton
73009,111,18,694,6,933,clinton
73010,91,16,643,6,844,clinton
73011,158,17,652,11,951,clinton
73012,32,6,117,0,174,clinton
73013,80,12,402,4,560,clinton
73014,38,11,205,0,284,clinton
73015,51,3,213,2,305,clinton
73016,179,15,635,5,957,clinton
73017,54,10,401,10,522,clinton
73018,151,12,631,6,917,clinton
73019,97,9,463,10,660,clinton
73020,8,1,29,1,44,clinton
73021,112,4,458,4,652,clinton
73022,112,14,488,10,716,clinton
73023,130,18,614,9,884,clinton
73024,139,7,537,11,749,clinton
73025,134,16,710,4,995,clinton
73026,126,16,546,6,797,clinton
73027,167,12,616,4,923,clinton
73028,100,13,383,5,563,clinton
73029,144,13,604,5,853,clinton
73030,93,12,451,5,612,clinton
73031,88,11,550,2,750,clinton
73032,172,12,655,9,942,clinton
73033,168,17,583,3,859,clinton
73034,106,11,324,2,516,clinton
73035,125,16,607,2,835,clinton
73036,123,10,546,3,774,clinton
73037,113,11,450,5,630,clinton
73038,150,14,569,7,852,clinton
73039,162,17,568,2,840,clinton
73040,129,10,515,8,752,clinton
73041,181,22,696,6,989,clinton
73042,169,18,635,12,931,clinton
73043,31,3,82,0,155,clinton
73044,48,8,330,7,430,clinton
73045,105,7,243,3,429,clinton
73046,110,9,249,0,439,clinton
73047,120,8,506,4,731,clinton
73048,89,16,386,8,545,clinton
73049,59,10,481,3,599,clinton
73050,104,6,368,3,550,clinton
73051,89,10,332,4,501,clinton
73052,134,16,342,2,590,clinton
