aded,trump,johnson,clinton,stein,total,winner
45028,87,3,213,4,324,clinton
45029,181,6,71,1,277,trump
45030,331,13,248,11,643,trump
45031,314,4,131,0,499,trump
45032,288,2,68,4,378,trump
45033,229,5,176,8,461,trump
45034,196,13,273,12,535,clinton
45035,197,5,84,4,316,trump
45036,206,3,75,2,311,trump
45037,282,4,124,5,452,trump
45038,151,5,134,4,323,trump
45039,26,0,24,0,59,trump
45040,297,6,171,8,533,trump
45041,115,0,61,2,189,trump
45042,249,5,154,4,446,trump
45043,294,3,213,12,587,trump
45044,79,1,122,1,214,clinton
45045,57,3,324,2,422,clinton
45046,77,3,515,11,652,clinton
45047,30,1,48,0,87,clinton
45048,390,6,295,1,750,trump
45049,71,5,47,1,140,trump
45050,279,7,222,10,573,trump
45051,156,5,172,7,362,clinton
45052,66,1,27,1,109,trump
45053,207,5,137,4,364,trump
45054,137,8,115,2,280,trump
45055,17,1,17,0,39,clinton
45056,89,7,182,4,312,clinton
45057,269,6,213,2,528,trump
45058,148,3,155,2,360,clinton
45059,213,3,230,5,498,clinton
45060,99,0,318,2,439,clinton
45061,26,3,165,3,211,clinton
45062,159,8,383,3,592,clinton
45063,65,6,205,3,308,clinton
45064,389,10,159,10,627,trump
45065,206,3,119,6,349,trump
45066,375,20,176,5,615,trump
45067,238,2,49,5,313,trump
45068,288,7,127,2,483,trump
45069,305,9,125,3,500,trump
45070,331,2,141,8,531,trump
45071,237,6,111,4,388,trump
45072,157,8,99,0,370,trump
45073,321,6,110,2,475,trump
45074,558,8,137,9,777,trump
45075,434,8,170,8,661,trump
45076,0,0,0,0,0,null
45077,0,0,0,0,0,null
46001,297,5,165,7,499,trump
46002,263,10,269,6,581,clinton
46003,96,0,51,0,164,trump
46004,62,4,426,7,537,clinton
46005,51,3,445,9,549,clinton
46006,25,0,313,3,361,clinton
46007,208,4,330,2,688,clinton
46008,140,6,389,7,620,clinton
46009,67,3,312,5,422,clinton
46010,53,2,359,8,446,clinton
46011,219,2,187,0,578,trump
46012,57,0,482,1,563,clinton
46013,32,1,431,3,497,clinton
46014,78,2,434,4,559,clinton
46015,71,2,432,7,547,clinton
46016,87,3,446,6,581,clinton
46017,334,5,89,4,463,trump
46018,459,3,130,3,646,trump
46019,424,1,186,5,655,trump
46020,205,3,129,5,368,trump
46021,356,3,135,5,536,trump
46022,318,5,113,3,450,trump
46023,270,4,104,6,407,trump
46024,304,2,125,4,450,trump
46025,309,7,144,6,493,trump
46026,363,2,219,10,630,trump
46027,198,1,72,2,285,trump
46028,256,3,127,5,431,trump
46029,266,4,142,5,437,trump
46030,293,3,114,1,424,trump
46031,189,14,441,19,716,clinton
46032,65,3,243,8,330,clinton
46033,67,3,366,6,476,clinton
46034,98,7,213,8,353,clinton
46035,104,7,132,3,261,clinton
46036,372,8,225,9,683,trump
46037,1,0,1,0,2,clinton
46038,375,7,265,9,738,trump
46039,304,7,292,2,692,trump
46040,64,5,91,2,169,clinton
46041,298,15,407,6,815,clinton
46042,146,2,137,5,322,trump
46043,309,2,227,6,609,trump
46044,383,5,158,3,610,trump
46045,233,4,230,6,528,trump
46046,314,2,71,1,438,trump
46047,307,13,255,4,619,trump
46048,220,13,375,12,655,clinton
46049,208,11,384,20,686,clinton
46050,343,17,381,14,840,clinton
46051,377,11,301,5,765,trump
46052,379,7,359,15,822,trump
46053,237,12,367,20,699,clinton
46054,195,8,350,7,633,clinton
46055,228,5,446,15,770,clinton
46056,153,14,408,19,635,clinton
46057,277,12,346,10,729,clinton
46058,201,18,418,16,717,clinton
46059,224,13,436,15,767,clinton
46060,303,20,477,16,902,clinton
46061,293,12,358,17,769,clinton
46062,325,14,503,15,978,clinton
46063,177,10,327,14,593,clinton
46064,320,13,405,11,844,clinton
46065,275,18,422,9,814,clinton
46066,192,4,224,14,471,clinton
46067,442,9,261,6,790,trump
46068,346,19,247,4,696,trump
46069,301,14,239,6,610,trump
46070,378,10,161,4,588,trump
46071,340,7,235,8,649,trump
46072,314,15,369,17,812,clinton
46073,160,3,109,3,298,trump
46074,44,5,88,0,160,clinton
46075,0,0,0,0,0,null
46076,0,0,1,0,2,clinton
46077,0,0,0,0,0,null
46078,178,8,266,10,498,clinton
46079,410,8,164,4,643,trump
47001,305,9,285,5,661,trump
47002,258,10,292,8,648,clinton
47003,226,6,313,4,577,clinton
47004,17,0,20,4,47,clinton
47005,223,6,226,3,491,clinton
47006,188,7,292,6,524,clinton
47007,184,6,273,3,503,clinton
47008,209,11,182,1,439,trump
47009,284,13,296,6,650,clinton
47010,34,1,43,4,88,clinton
47011,217,8,202,5,471,trump
47012,197,7,241,7,488,clinton
47013,199,9,279,5,537,clinton
47014,245,7,277,2,571,clinton
47015,221,8,339,9,636,clinton
47016,153,11,186,5,391,clinton
47017,126,3,185,3,357,clinton
47018,302,5,231,1,599,trump
47019,57,2,50,1,123,trump
47020,219,5,226,8,500,clinton
47021,181,9,245,5,498,clinton
47022,159,4,181,4,371,clinton
47023,203,3,238,5,499,clinton
47024,236,7,291,12,604,clinton
47025,260,1,345,14,661,clinton
47026,222,6,259,9,543,clinton
47027,231,4,310,5,589,clinton
47028,240,8,295,6,592,clinton
47029,313,11,199,10,642,trump
47030,125,3,153,6,302,clinton
47031,210,3,287,8,531,clinton
47032,39,2,74,4,126,clinton
47033,79,1,117,2,221,clinton
47034,109,3,108,5,246,trump
47035,11,1,2,0,14,trump
47036,167,4,190,9,408,clinton
47037,117,5,168,3,310,clinton
47038,61,2,69,1,142,clinton
47039,108,1,95,1,219,trump
47040,113,4,113,4,263,clinton
47041,225,6,225,4,479,clinton
47042,103,4,65,1,187,trump
47043,180,3,260,5,485,clinton
47044,233,4,316,5,592,clinton
47045,169,5,229,4,435,clinton
47046,230,9,299,5,569,clinton
47047,265,5,320,6,625,clinton
47048,250,3,188,7,488,trump
47049,231,3,178,4,448,trump
47050,232,12,301,13,593,clinton
47051,152,9,240,4,433,clinton
47052,104,6,134,6,265,clinton
47053,26,3,306,5,358,clinton
47054,15,4,307,2,356,clinton
47055,191,7,253,9,488,clinton
47056,162,1,175,5,371,clinton
47057,238,1,203,3,478,trump
47058,192,2,105,1,324,trump
47059,266,7,170,5,472,trump
47060,70,1,73,0,203,clinton
47061,128,2,222,5,431,clinton
47062,200,4,201,7,443,clinton
47063,225,12,278,10,584,clinton
47064,198,5,225,10,473,clinton
47065,204,3,208,9,462,clinton
47066,107,2,79,5,199,trump
47067,125,1,140,3,282,clinton
47068,56,0,62,1,129,clinton
47069,0,0,0,0,0,null
47070,0,0,0,0,0,null
48001,32,0,34,0,66,clinton
48002,75,2,34,0,122,trump
48003,290,4,85,2,415,trump
48004,251,5,197,6,553,trump
48005,275,12,102,4,425,trump
48006,255,8,70,5,368,trump
48007,302,5,83,1,417,trump
48008,46,1,24,1,78,trump
48009,333,4,113,1,485,trump
48010,393,6,81,1,518,trump
48011,228,6,88,2,353,trump
48012,267,7,53,6,366,trump
48013,339,10,133,3,540,trump
48014,318,6,91,4,450,trump
48015,280,12,83,3,401,trump
48016,368,8,67,3,490,trump
48017,391,16,59,5,516,trump
48018,415,8,47,2,518,trump
48019,349,10,132,2,533,trump
48020,202,2,17,6,249,trump
48021,323,7,57,3,416,trump
48022,455,7,88,1,577,trump
48023,377,5,60,1,489,trump
48024,384,5,42,1,474,trump
48025,397,12,65,2,527,trump
48026,353,8,80,4,474,trump
48027,394,4,32,0,457,trump
48028,448,10,71,2,561,trump
48029,379,6,54,1,476,trump
48030,397,7,59,2,500,trump
48031,139,4,64,2,240,trump
48032,335,10,89,1,476,trump
48033,198,3,78,1,296,trump
48034,136,2,104,1,252,trump
48035,20,1,46,2,80,clinton
48036,162,18,256,3,477,clinton
48037,103,2,99,1,214,trump
48038,96,5,87,1,209,trump
48039,157,4,33,0,202,trump
48040,342,6,124,2,513,trump
48041,105,0,57,0,180,trump
48042,202,3,124,3,381,trump
48043,264,9,273,6,600,clinton
48044,159,5,260,8,477,clinton
48045,140,4,95,2,263,trump
48046,217,4,90,2,345,trump
48047,326,5,191,4,549,trump
48048,341,6,83,2,466,trump
48049,41,0,71,1,120,clinton
48050,287,5,48,1,423,trump
48051,276,6,81,2,400,trump
48052,314,4,134,6,488,trump
48053,0,0,0,0,0,null
48054,217,6,69,3,329,trump
48055,318,8,143,3,521,trump
48056,370,6,173,2,598,trump
48057,72,3,152,2,249,clinton
48058,341,10,208,6,633,trump
48059,388,10,107,3,571,trump
48060,440,20,129,1,663,trump
48061,329,6,263,2,686,trump
48062,273,6,379,13,728,clinton
48063,111,7,346,4,517,clinton
48064,153,2,59,3,244,trump
48065,132,9,128,3,292,trump
48066,235,6,75,3,354,trump
48067,91,5,39,1,152,trump
48068,36,0,37,0,77,clinton
48069,28,1,38,0,74,clinton
48070,328,5,184,9,579,trump
48071,198,3,20,0,246,trump
49001,58,7,259,4,347,clinton
49002,35,1,127,3,191,clinton
49003,49,1,155,2,220,clinton
49004,103,3,264,10,407,clinton
49005,65,5,201,5,301,clinton
49006,51,2,83,1,146,clinton
49007,33,0,70,1,108,clinton
49008,146,6,282,6,469,clinton
49009,93,4,161,5,280,clinton
49010,83,3,182,5,287,clinton
49011,50,6,97,3,174,clinton
49012,31,0,69,2,119,clinton
49013,31,3,84,0,129,clinton
49014,2,0,2,0,4,clinton
49015,0,0,0,0,0,null
49016,169,5,262,5,474,clinton
49017,163,1,181,8,378,clinton
49018,42,1,47,0,100,clinton
49019,181,8,306,7,599,clinton
49020,192,3,343,11,584,clinton
49021,150,9,272,3,463,clinton
49022,258,12,287,6,626,clinton
49023,156,5,252,3,448,clinton
49024,136,4,193,4,352,clinton
49025,269,11,316,14,660,clinton
49026,205,5,255,8,501,clinton
49027,112,2,151,8,295,clinton
49028,206,7,150,6,406,trump
49029,38,1,36,2,85,trump
49030,102,5,124,4,251,clinton
49031,115,2,124,4,260,clinton
49032,29,0,80,2,125,clinton
49033,49,5,42,0,102,trump
49034,49,0,90,6,154,clinton
49035,149,1,144,4,310,trump
49036,72,2,95,2,179,clinton
49037,225,3,290,5,567,clinton
49038,240,9,306,3,612,clinton
49039,255,5,355,12,699,clinton
49040,234,12,316,9,602,clinton
49041,222,12,309,6,588,clinton
49042,62,4,199,4,293,clinton
49043,153,8,154,0,335,clinton
49044,88,3,88,0,200,clinton
49045,93,1,73,4,190,trump
49046,57,1,42,4,111,trump
49047,123,4,307,12,469,clinton
49048,291,8,270,5,645,trump
49049,212,10,252,7,526,clinton
49050,266,8,356,9,677,clinton
49051,206,6,236,7,501,clinton
49052,328,9,319,10,727,trump
49053,333,9,265,2,653,trump
49054,203,5,157,8,398,trump
49055,59,6,114,4,198,clinton
49056,11,0,18,4,35,clinton
49057,113,3,48,2,172,trump
49058,155,5,188,5,391,clinton
49059,165,3,278,12,498,clinton
49060,0,0,0,0,0,null
49061,66,6,198,5,298,clinton
49062,63,5,142,1,233,clinton
49063,232,9,138,4,418,trump
49064,83,0,124,1,236,clinton
49065,0,0,0,0,0,null
49066,57,3,189,3,268,clinton
49067,32,5,150,3,204,clinton
50001,67,7,88,5,175,clinton
50002,70,18,1076,18,1342,clinton
50003,43,5,530,19,688,clinton
50004,13,1,90,1,114,clinton
50005,76,12,669,18,856,clinton
50006,59,3,538,20,675,clinton
50007,72,6,647,17,856,clinton
50008,62,15,591,18,765,clinton
50009,64,5,406,12,551,clinton
50010,12,0,74,2,96,clinton
50011,52,2,218,6,297,clinton
50012,139,7,651,29,902,clinton
50013,0,0,6,0,7,clinton
50014,4,1,218,3,262,clinton
50015,43,7,195,12,289,clinton
50016,12,4,459,7,521,clinton
50017,24,3,521,11,607,clinton
50018,67,7,463,13,604,clinton
50019,76,7,638,22,835,clinton
50020,48,3,477,12,607,clinton
50021,86,7,616,15,825,clinton
50022,78,3,346,4,495,clinton
50023,0,0,0,0,0,null
50024,0,0,11,0,13,clinton
50025,10,3,226,1,280,clinton
50026,50,8,491,15,620,clinton
50027,127,7,691,17,944,clinton
50028,87,13,598,20,803,clinton
50029,79,13,637,25,834,clinton
50030,108,7,509,21,723,clinton
50031,140,5,642,17,886,clinton
50032,155,12,618,24,903,clinton
50033,97,8,557,21,756,clinton
50034,160,9,639,14,922,clinton
50035,91,5,705,28,944,clinton
50036,43,6,402,2,527,clinton
50037,60,10,648,9,841,clinton
50038,57,15,588,18,786,clinton
50039,49,21,780,7,986,clinton
50040,38,14,768,15,973,clinton
50041,97,7,696,16,928,clinton
50042,131,12,659,17,886,clinton
50043,35,8,652,15,785,clinton
50044,54,11,850,12,1057,clinton
50045,23,0,96,6,157,clinton
50046,41,15,589,8,721,clinton
50047,11,5,359,9,434,clinton
50048,69,5,516,12,688,clinton
50049,38,6,606,23,749,clinton
50050,31,3,437,18,550,clinton
50051,18,1,368,13,456,clinton
50052,28,3,546,15,654,clinton
50053,14,3,335,2,399,clinton
50054,19,3,313,5,380,clinton
50055,14,2,117,2,151,clinton
50056,13,0,159,1,192,clinton
50057,37,1,280,4,346,clinton
50058,53,0,199,2,263,clinton
50059,70,5,471,13,621,clinton
50060,47,2,137,1,209,clinton
50061,119,4,437,8,605,clinton
50062,44,1,234,4,298,clinton
50063,51,1,134,0,190,clinton
50064,62,3,87,2,166,clinton
50065,90,1,98,1,200,clinton
50066,71,0,49,0,129,trump
50067,60,1,43,2,117,trump
50068,43,3,114,3,171,clinton
50069,69,1,127,1,209,clinton
50070,51,2,39,0,105,trump
50071,35,0,12,0,47,trump
50072,77,1,96,2,188,clinton
50073,93,3,38,0,145,trump
50074,93,2,52,2,201,trump
50075,95,0,67,2,172,trump
50076,82,1,149,6,263,clinton
50077,120,8,45,1,187,trump
50078,117,3,78,3,210,trump
50079,42,3,45,0,95,clinton
50080,53,1,100,3,164,clinton
50081,7,1,49,1,79,clinton
50082,60,0,44,0,114,trump
50083,47,3,198,6,288,clinton
50084,6,1,64,1,77,clinton
50085,6,0,126,12,164,clinton
50086,0,0,0,0,0,null
50087,5,0,122,3,146,clinton
50088,2,0,108,5,126,clinton
50089,10,3,549,10,650,clinton
50090,14,1,438,10,508,clinton
50091,21,3,717,25,878,clinton
50092,26,4,630,24,746,clinton
50093,4,2,104,6,130,clinton
50094,10,0,73,5,108,clinton
50095,0,0,0,0,0,null
50096,0,0,0,0,0,null
50097,0,0,0,0,0,null
50098,0,0,0,0,0,null
50099,0,0,0,0,0,null
50100,74,1,40,1,124,trump
51001,99,5,654,29,854,clinton
51002,93,7,426,8,591,clinton
51003,67,6,472,7,590,clinton
51004,69,5,427,13,542,clinton
51005,93,6,471,13,632,clinton
51006,63,3,298,4,392,clinton
51007,53,4,488,8,683,clinton
51008,8,2,215,0,262,clinton
51009,23,1,115,0,141,clinton
51010,9,1,100,0,118,clinton
51011,50,14,715,14,861,clinton
51012,49,17,662,16,809,clinton
51013,29,10,520,15,610,clinton
51014,185,6,204,6,420,clinton
51015,193,4,215,4,438,clinton
51016,231,4,202,5,473,trump
51017,63,1,213,8,313,clinton
51018,4,0,13,0,19,clinton
51019,15,0,38,0,60,clinton
51020,44,4,491,12,625,clinton
51021,8,0,109,1,129,clinton
51022,2,0,103,2,118,clinton
51023,4,2,154,2,177,clinton
51024,155,7,181,2,373,clinton
51025,3,0,1,0,7,trump
51026,156,7,202,3,401,clinton
51027,53,2,137,2,221,clinton
51028,17,2,65,2,91,clinton
51029,67,3,398,14,504,clinton
51030,72,8,399,13,523,clinton
51031,84,4,386,14,521,clinton
51032,61,6,396,9,496,clinton
51033,66,3,413,11,538,clinton
51034,53,3,346,8,430,clinton
51035,51,3,463,10,576,clinton
51036,50,4,438,7,545,clinton
51037,38,1,406,13,498,clinton
51038,39,5,362,17,472,clinton
51039,44,2,440,18,542,clinton
51040,80,11,668,30,836,clinton
51041,55,11,653,18,809,clinton
51042,40,9,630,8,751,clinton
51043,17,6,286,6,351,clinton
51044,9,2,150,4,187,clinton
51045,1,1,19,1,25,clinton
51046,0,0,22,0,27,clinton
51047,70,0,205,3,301,clinton
51048,1,0,6,0,9,clinton
51049,23,3,424,15,513,clinton
51050,19,0,193,4,228,clinton
51051,70,5,405,13,528,clinton
51052,29,4,211,8,268,clinton
51053,40,4,288,14,375,clinton
51054,8,2,202,11,246,clinton
51055,43,5,482,7,594,clinton
51056,0,0,18,0,18,clinton
51057,4,1,39,1,78,clinton
51058,29,2,133,2,180,clinton
51059,154,6,509,12,740,clinton
51060,66,2,325,10,426,clinton
51061,162,11,482,14,733,clinton
51062,225,11,494,21,827,clinton
51063,98,6,376,8,521,clinton
51064,45,2,371,4,456,clinton
51065,56,5,413,5,514,clinton
51066,61,4,423,8,525,clinton
51067,75,0,451,10,576,clinton
51068,14,2,112,4,150,clinton
51069,8,2,378,4,416,clinton
51070,23,6,567,3,641,clinton
51071,28,0,543,3,639,clinton
51072,11,2,276,13,340,clinton
51073,16,2,476,8,533,clinton
51074,17,2,539,2,588,clinton
51075,0,0,0,0,0,null
51076,0,0,0,0,0,null
51077,0,0,0,0,0,null
51078,0,0,0,0,0,null
51079,48,2,458,14,574,clinton
51080,65,5,105,2,203,clinton
51081,31,5,320,5,385,clinton
52001,20,11,618,13,779,clinton
52002,18,8,452,3,569,clinton
52003,16,4,240,4,323,clinton
52004,31,12,604,12,776,clinton
52005,18,4,493,1,579,clinton
52006,11,1,156,3,200,clinton
52007,59,15,801,5,1027,clinton
52008,60,13,715,18,944,clinton
52009,40,11,571,16,715,clinton
52010,65,15,721,11,951,clinton
52011,55,11,631,10,857,clinton
52012,48,14,663,13,923,clinton
52013,36,11,649,9,842,clinton
52014,63,11,826,18,1096,clinton
52015,49,15,778,11,1050,clinton
52016,71,16,857,12,1123,clinton
52017,44,16,777,11,1009,clinton
52018,39,8,669,13,892,clinton
52019,42,12,664,4,890,clinton
52020,60,22,782,22,1063,clinton
52021,4,0,103,4,127,clinton
52022,30,4,276,4,357,clinton
52023,54,10,496,10,641,clinton
52024,9,0,209,8,277,clinton
52025,40,18,599,5,754,clinton
52026,15,1,447,5,510,clinton
52027,34,20,942,14,1195,clinton
52028,33,18,873,8,1094,clinton
52029,32,16,660,16,868,clinton
52030,28,7,692,10,859,clinton
52031,20,5,641,10,796,clinton
52032,35,1,608,17,745,clinton
52033,23,7,732,17,899,clinton
52034,21,14,685,13,880,clinton
52035,29,10,746,10,947,clinton
52036,43,12,798,6,1118,clinton
52037,37,5,666,15,887,clinton
52038,52,7,768,10,998,clinton
52039,60,11,784,15,991,clinton
52040,42,10,879,15,1064,clinton
52041,17,5,208,5,283,clinton
52042,51,4,497,7,645,clinton
52043,56,8,682,7,854,clinton
52044,97,5,531,9,763,clinton
52045,82,5,517,2,720,clinton
52046,65,10,819,10,1065,clinton
52047,57,7,570,11,721,clinton
52048,20,10,704,13,863,clinton
52049,39,6,737,8,919,clinton
52050,19,1,211,5,283,clinton
52051,26,5,543,7,607,clinton
52052,11,2,514,6,565,clinton
52053,19,4,687,15,836,clinton
52054,22,2,353,3,406,clinton
52055,28,11,732,10,846,clinton
52056,20,4,423,6,511,clinton
52057,15,7,488,4,594,clinton
52058,25,10,498,8,613,clinton
52059,14,8,657,16,777,clinton
52060,15,7,665,13,819,clinton
52061,12,3,720,14,856,clinton
52062,22,8,752,16,916,clinton
52063,0,0,5,0,6,clinton
52064,14,5,549,8,644,clinton
52065,10,4,507,9,610,clinton
52066,24,4,662,13,804,clinton
52067,17,8,412,11,487,clinton
52068,31,21,824,15,1059,clinton
52069,42,7,719,11,908,clinton
52070,43,5,787,15,1000,clinton
52071,21,8,716,12,892,clinton
52072,7,3,322,5,403,clinton
52073,35,8,907,16,1081,clinton
52074,22,6,795,11,968,clinton
52075,19,6,648,13,797,clinton
52076,8,4,194,9,244,clinton
52077,6,0,29,1,43,clinton
52078,24,1,428,5,504,clinton
52079,11,3,165,0,198,clinton
52080,11,3,208,1,244,clinton
52081,42,7,747,15,909,clinton
52082,59,7,720,11,886,clinton
52083,37,5,690,13,855,clinton
52084,25,6,351,11,441,clinton
52085,32,3,443,10,544,clinton
52086,22,5,640,11,774,clinton
52087,20,5,832,14,1006,clinton
52088,39,9,864,11,1014,clinton
52089,39,4,771,15,923,clinton
52090,44,8,669,17,848,clinton
52091,21,6,425,10,533,clinton
52092,24,9,638,8,768,clinton
52093,31,4,514,15,672,clinton
52094,34,4,362,6,462,clinton
52095,10,0,83,7,116,clinton
52096,60,9,711,19,927,clinton
52097,44,5,461,11,591,clinton
52098,95,7,652,14,872,clinton
52099,43,4,635,4,804,clinton
52100,47,4,294,6,421,clinton
52101,28,11,529,6,691,clinton
52102,0,0,0,0,0,null
52103,35,1,457,3,578,clinton
52104,28,5,329,8,404,clinton
52105,30,12,572,12,729,clinton
52106,0,0,22,0,26,clinton
52107,0,0,0,0,0,null
52108,0,0,0,0,0,null
52109,0,0,0,0,0,null
52110,0,0,0,0,0,null
52111,0,0,1,0,2,clinton
52112,0,0,0,0,0,null
52113,0,0,0,0,0,null
52114,0,0,0,0,0,null
52115,36,7,350,7,464,clinton
52116,50,10,635,8,803,clinton
53001,27,6,567,9,667,clinton
53002,16,6,412,8,500,clinton
53003,21,9,510,7,598,clinton
53004,14,6,416,9,483,clinton
53005,21,4,448,10,523,clinton
53006,5,1,117,3,138,clinton
53007,20,3,460,10,544,clinton
53008,14,4,410,8,486,clinton
53009,21,3,469,4,540,clinton
53010,27,3,363,5,426,clinton
53011,17,2,510,4,594,clinton
53012,39,6,538,15,646,clinton
53013,21,3,451,8,540,clinton
53014,7,0,3,0,11,trump
53015,106,4,495,7,655,clinton
53016,22,4,666,16,787,clinton
53017,28,4,687,21,830,clinton
53018,39,6,408,9,510,clinton
53019,92,11,743,14,962,clinton
53020,83,5,536,15,699,clinton
53021,28,5,532,11,612,clinton
53022,19,5,528,18,608,clinton
53023,16,4,457,6,522,clinton
53024,81,3,525,8,660,clinton
53025,64,4,548,6,687,clinton
53026,46,0,251,6,321,clinton
53027,27,1,484,11,574,clinton
53028,32,5,504,6,598,clinton
53029,14,0,339,5,377,clinton
53030,16,5,736,21,878,clinton
53031,26,0,475,3,527,clinton
53032,22,7,453,13,547,clinton
53033,36,5,500,12,629,clinton
53034,54,3,333,5,465,clinton
53035,38,11,651,12,786,clinton
53036,53,6,530,9,664,clinton
53037,23,1,300,5,374,clinton
53038,11,2,189,3,227,clinton
53039,19,1,355,15,431,clinton
53040,16,1,254,0,278,clinton
53041,24,4,414,6,477,clinton
53042,19,0,414,2,451,clinton
53043,12,2,375,4,421,clinton
53044,20,4,483,14,566,clinton
53045,26,2,568,12,649,clinton
53046,40,2,456,18,553,clinton
53047,17,6,559,31,669,clinton
53048,20,8,475,17,589,clinton
53049,3,2,93,5,113,clinton
53050,26,3,455,8,536,clinton
53051,9,1,191,1,211,clinton
53052,1,0,30,5,43,clinton
53053,35,4,462,17,554,clinton
53054,16,1,440,9,514,clinton
53055,27,2,565,20,672,clinton
53056,37,4,710,19,835,clinton
53057,32,3,769,16,892,clinton
53058,36,4,613,17,742,clinton
53059,40,11,690,18,811,clinton
53060,36,9,819,33,993,clinton
53061,32,4,579,16,706,clinton
53062,12,3,157,4,192,clinton
53063,15,10,570,21,696,clinton
53064,31,7,391,18,498,clinton
53065,56,2,375,19,499,clinton
53066,59,8,625,18,755,clinton
53067,40,2,580,11,683,clinton
53068,36,6,551,15,656,clinton
53069,16,3,344,8,406,clinton
53070,49,3,691,20,806,clinton
53071,17,2,341,14,402,clinton
53072,42,4,656,5,764,clinton
53073,22,2,496,2,553,clinton
53074,21,0,389,7,434,clinton
53075,12,1,291,7,329,clinton
53076,23,8,484,10,576,clinton
53077,18,2,458,13,540,clinton
53078,107,4,90,0,216,trump
53079,19,1,222,1,277,clinton
53080,44,5,523,10,645,clinton
53081,21,0,210,3,243,clinton
53082,0,0,0,0,0,null
54001,5,0,159,6,192,clinton
54002,9,1,260,0,299,clinton
54003,37,1,399,2,468,clinton
54004,33,2,579,8,654,clinton
54005,6,0,114,0,135,clinton
54006,4,0,119,2,139,clinton
54007,12,3,532,16,624,clinton
54008,4,0,540,6,583,clinton
54009,13,2,298,6,350,clinton
54010,4,2,354,1,385,clinton
54011,12,3,570,8,645,clinton
54012,5,5,317,6,368,clinton
54013,19,6,623,22,732,clinton
54014,0,1,60,0,67,clinton
54015,6,0,167,6,196,clinton
54016,0,0,32,1,35,clinton
54017,2,0,116,1,125,clinton
54018,0,0,3,0,3,clinton
54019,20,2,378,3,423,clinton
54020,46,4,599,12,713,clinton
54021,32,2,386,9,456,clinton
54022,36,4,506,10,601,clinton
54023,34,4,445,10,530,clinton
54024,16,2,321,3,354,clinton
54025,22,3,299,7,346,clinton
54026,4,0,66,1,89,clinton
54027,17,1,331,5,367,clinton
54028,23,2,467,10,542,clinton
54029,4,3,414,16,500,clinton
54030,27,4,484,11,560,clinton
54031,6,0,100,0,115,clinton
54032,35,0,510,23,595,clinton
54033,15,2,521,12,599,clinton
54034,27,4,513,6,603,clinton
54035,23,5,531,13,641,clinton
54036,26,6,604,21,698,clinton
54037,24,4,521,13,626,clinton
54038,25,4,529,21,616,clinton
54039,25,7,567,6,650,clinton
54040,10,1,121,3,140,clinton
54041,33,1,503,10,599,clinton
54042,28,3,550,9,652,clinton
54043,37,10,526,14,630,clinton
54044,35,3,423,6,502,clinton
54045,42,2,482,7,562,clinton
54046,39,4,584,12,683,clinton
54047,31,4,368,5,437,clinton
54048,26,2,458,5,523,clinton
54049,22,2,324,1,378,clinton
54050,52,7,496,3,593,clinton
54051,53,6,490,11,587,clinton
54052,40,0,446,3,521,clinton
54053,25,1,348,5,408,clinton
54054,51,3,466,7,557,clinton
54055,27,2,244,2,293,clinton
54056,41,2,509,3,584,clinton
54057,38,1,429,6,509,clinton
54058,50,3,511,6,595,clinton
54059,59,8,512,12,643,clinton
54060,20,4,624,14,693,clinton
54061,14,3,534,13,606,clinton
54062,17,4,450,12,514,clinton
54063,23,4,576,11,669,clinton
54064,17,2,398,10,466,clinton
54065,32,5,403,5,468,clinton
54066,21,1,360,2,424,clinton
54067,36,0,483,3,566,clinton
54068,20,1,435,4,493,clinton
54069,19,0,412,3,459,clinton
54070,16,1,310,1,351,clinton
54071,10,1,220,1,245,clinton
54072,5,0,57,1,70,clinton
54073,32,3,517,14,619,clinton
54074,15,1,441,10,516,clinton
54075,2,1,119,3,132,clinton
54076,11,3,370,6,422,clinton
54077,14,1,209,5,260,clinton
54078,2,0,2,0,6,clinton
54079,14,1,220,0,252,clinton
54080,22,1,221,5,270,clinton
54081,28,2,300,1,353,clinton
55001,0,0,0,0,0,null
55002,5,5,281,5,318,clinton
55003,2,1,133,1,155,clinton
55004,13,4,719,11,839,clinton
55005,7,0,90,0,104,clinton
55006,11,1,263,1,283,clinton
55007,13,5,555,18,641,clinton
55008,2,0,54,1,64,clinton
55009,12,1,437,9,506,clinton
55010,7,1,440,14,492,clinton
55011,2,4,547,11,598,clinton
55012,7,3,523,9,587,clinton
55013,0,1,30,0,31,clinton
55014,30,4,524,19,620,clinton
55015,1,0,14,0,18,clinton
55016,18,1,541,11,603,clinton
55017,4,1,257,5,292,clinton
55018,11,4,686,14,791,clinton
55019,11,2,605,20,683,clinton
55020,18,6,549,4,632,clinton
55021,7,1,471,3,529,clinton
55022,1,0,427,6,468,clinton
55023,10,4,519,6,588,clinton
55024,8,3,406,5,442,clinton
55025,10,6,491,7,552,clinton
55026,8,2,96,3,119,clinton
55027,17,3,239,2,289,clinton
55028,8,1,205,2,236,clinton
55029,4,2,154,0,173,clinton
55030,4,1,345,4,416,clinton
55031,9,2,409,6,442,clinton
55032,5,1,472,4,536,clinton
55033,10,3,468,4,529,clinton
55034,8,1,427,0,482,clinton
55035,4,1,261,2,282,clinton
55036,0,0,55,0,61,clinton
55037,10,1,220,6,249,clinton
